ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,hoc_phi
DQU,Đại học Quảng Nam,Quảng Nam,7310630,Việt Nam học,13.0,"A09, C00, C20, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7480201,Công nghệ thông tin,15.0,"A00, A01, C01, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720301,Điều dưỡng,19.0,"A00, B00, D07, D08","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720201,Dược học,21.0,"A00, B00, D07, D08","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340301,Kế toán,15.0,"A00, A01, C01, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7580101,Kiến trúc,15.0,"A00, A01, V00, V01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720601,Kỹ thuật xét nghiệm y học,19.0,"A00, B00, D07, D08","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720603,Kỹ thuật phục hồi chức năng,19.0,"A00, B00, D07, D08","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7380107,Luật kinh tế,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340114,Marketing kỹ thuật số,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7380101,Ngành Luật,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220201,Ngôn ngữ Anh,15.0,"A01, D01, D14, D15","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7310206,Quan hệ quốc tế,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340101,Quản trị Kinh doanh,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7810201,Quản trị khách sạn,15.0,"A00, A01, C00, D01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720501,Răng- Hàm -Mặt,22.0,"A00, B00, D07, D08","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340201,Tài chính – Ngân hàng,15.0,"A00, A01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7210403,Thiết kế đồ họa,15.0,"A00, A01, H00, H01","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7320104,Truyền thông đa phương tiện,15.0,"A01, C00, D01, D15","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7310630,Việt Nam học,15.0,"A07, C00, D01, D78","0",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720101,Y khoa,22.0,"A00, B00, D07, D08","0",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7480101,Khoa học máy tính,18.0,"A00, A01, D01, D07","0",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7380107,Luật kinh tế,18.0,"A00, A01, C00, D01","0",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7220201,Ngôn ngữ Anh,17.0,"D01, D11, D12, D15","0",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7340101,Quản trị Kinh doanh,17.0,"A00, A01, A07, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7510401,Công nghệ kỹ thuật hoá học,15.0,"A00, B00, C02, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7540101,Công nghệ thực phẩm,15.0,"A00, B00, C02, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7760101,Công tác xã hội,15.0,"C00, D01, D14","0",
DQN,Đại học Quy Nhơn,Bình Định,7480201,Công nghệ thông tin,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7460112,ĐH Toán ứng dụng,15.0,"A00, A01, D07, D90","0",
DQN,Đại học Quy Nhơn,Bình Định,7310608,Đông phương học,15.0,"C00, C19, D14, D15","0",
DQN,Đại học Quy Nhơn,Bình Định,7140201,Giáo dục Mầm non,18.5,M00,"0",
DQN,Đại học Quy Nhơn,Bình Định,7140205,Giáo dục Chính trị,18.5,"C00, C19, C20, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7140202,Giáo dục Tiểu học,19.5,"A00, C00, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7140206,Giáo dục Thể chất,18.5,"T00, T02, T03, T05","0",
DQN,Đại học Quy Nhơn,Bình Định,7440112,Hóa học,15.0,"A00, B00, D07, D12","0",
DQN,Đại học Quy Nhơn,Bình Định,7340301,Kế toán,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7440122,Khoa học vật liệu,15.0,"A00, A01, A02","0",
DQN,Đại học Quy Nhơn,Bình Định,7340302,Kiểm toán,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7310101,Kinh tế,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7520201,Kỹ thuật điện,15.0,"A00, A01, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7580201,Kỹ thuật xây dựng,15.0,"A00, A01, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7480103,Kỹ thuật phần mềm,15.0,"A00, A01","0",
DQN,Đại học Quy Nhơn,Bình Định,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,15.0,"A00, A01, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7520207,Ngành Kỹ thuật điện tử truyền thông,15.0,"A00, A01, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7380101,Ngành Luật,15.0,"A00, C00, C19, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7220201,Ngôn ngữ Anh,15.0,"A01, D01, D14, D15","0",
DQN,Đại học Quy Nhơn,Bình Định,7220204,Ngôn ngữ Trung Quốc,15.0,"A01, D01, D04, D15","0",
DQN,Đại học Quy Nhơn,Bình Định,7620109,Nông học,15.0,"B00, B03, B04, C08","0",
DQN,Đại học Quy Nhơn,Bình Định,7850103,Quản lý đất đai,15.0,"A00, B00, C04, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7340101,Quản trị Kinh doanh,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"A00, A01, D01, D14","0",
DQN,Đại học Quy Nhơn,Bình Định,7310205,Quản lý nhà nước,15.0,"A00, C00, C19, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7140114,Quản lý giáo dục,15.0,"A00, A01, C00, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7850101,Quản lý tài nguyên và môi trường,15.0,"A00, B00, C04, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7810201,Quản trị khách sạn,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),18.5,"A00, A01, D07","0",
DQN,Đại học Quy Nhơn,Bình Định,7140219,Sư phạm Địa lý,18.5,"C00, C20, D15","0",
DQN,Đại học Quy Nhơn,Bình Định,7140213,Sư phạm Sinh học,18.5,"A02, B00, B08","0",
DQN,Đại học Quy Nhơn,Bình Định,7140231,Sư phạm Tiếng Anh,18.5,D01,"0",
DQN,Đại học Quy Nhơn,Bình Định,7140211,Sư phạm Vật lý,18.5,"A00, A01, A02","0",
DQN,Đại học Quy Nhơn,Bình Định,7140218,Sư phạm Lịch sử,18.5,"C00, C19, D14","0",
DQN,Đại học Quy Nhơn,Bình Định,7140209,Sư phạm Toán học,18.5,"A00, A01","0",
DQN,Đại học Quy Nhơn,Bình Định,7140217,Sư phạm Ngữ văn,18.5,"C00, D14, D15","0",
DQN,Đại học Quy Nhơn,Bình Định,7340201,Tài chính – Ngân hàng,15.0,"A00, A01, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7310403,Tâm lý học giáo dục,15.0,"A00, C00, C19, D01","0",
DQN,Đại học Quy Nhơn,Bình Định,7229030,Văn học,15.0,"C00, C19, D14, D15","0",
DQN,Đại học Quy Nhơn,Bình Định,7310630,Việt Nam học,15.0,"C00, C19, D01, D15","0",
SDU,Đại học Sao Đỏ,Hải Dương,7510201,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn),16.0,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",16.0,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7480201,Công nghệ thông tin,16.0,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7540101,Công nghệ thực phẩm,15.0,"A00, A09, B00, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7510205,Công nghệ kỹ thuật ô tô,16.0,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7540204,Công nghệ may,15.5,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7340301,Kế toán,15.5,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,16.0,"A00, A09, C04, D01","0",
SDU,Đại học Sao Đỏ,Hải Dương,7220204,Ngôn ngữ Trung Quốc,16.0,"D01, D15, D66, D71","0",
SDU,Đại học Sao Đỏ,Hải Dương,7340101,Quản trị Kinh doanh,15.5,"A00, A09, C04, D01","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140205,Giáo dục Chính trị,18.5,"C00, C19, C20, D66","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140202TA,Giáo dục Tiểu học,18.5,"C00, D01, D08, D10","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140201,Giáo dục Mầm non,19.0,"M01, M09","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140208,Giáo dục Quốc phòng - An ninh,18.5,"C00, C19, C20, D66","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140248,Giáo dục Pháp luật,18.5,"C00, C19, C20, D66","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140204,Giáo dục Công dân,18.5,"C00, C19, C20, D66","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140202,Giáo dục Tiểu học,18.5,"C00, D01, D08, D10","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7480104,Hệ thống thông tin,15.0,"A00, A01, D01, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140249,Sư phạm Lịch sử - Địa lý,18.5,"C00, C19, C20, D78","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140211TA,Sư phạm Vật lý,18.5,"A00, A01, D07, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140219,Sư phạm Địa lý,18.5,"C00, C20, D15, D78","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140213,Sư phạm Sinh học,18.5,"B00, B02, B04, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140213TA,Sư phạm Sinh học,18.5,"B00, B02, D08, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140246,Sư phạm công nghệ,19.0,"A00, A02, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),18.5,"A00, A01, D01, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140212TA,Sư phạm Hoá học,18.5,"A00, B00, D07, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140221,Sư phạm Âm nhạc,18.0,"N00, N01","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140209,Sư phạm Toán học,18.5,"A00, A01, D07","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140218,Sư phạm Lịch sử,18.5,"C00, C19, D14, D78","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140210TA,Sư phạm Tin học,18.5,"A00, A01, D01, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140212,Sư phạm Hóa học,18.5,"A00, B00, D07, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140209TA,Sư phạm Toán học,18.5,"A00, A01, D07","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140247,Sư phạm khoa học tự nhiên,18.5,"A00, B00, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140217,Sư phạm Ngữ văn,18.5,"C00, C19, D01, D66","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140211,Sư phạm Vật lý,18.5,"A00, A01, A02, D90","0",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7310403,Tâm lý học giáo dục,15.0,"B00, C00, C20, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510402,Công nghệ vật liệu,15.45,"A00, A01, B00, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510104,Công nghệ Kỹ thuật Giao thông,15.2,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510203,Công nghệ kỹ thuật cơ điện tử,19.45,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510206,Công nghệ kỹ thuật nhiệt,15.1,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,21.67,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510205,Công nghệ kỹ thuật ô tô,22.9,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510201,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn),19.2,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510103,Công nghệ kỹ thuật xây dựng,15.1,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7480201,Công nghệ thông tin,23.45,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510406,Công nghệ kỹ thuật Môi trường,15.75,"A00, A01, B00, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7510302,Điện tử - viễn thông,16.15,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7580210,Kỹ thuật cơ sở hạ tầng,15.75,"A00, A01, C01, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7540102,Kỹ thuật thực phẩm,15.05,"A00, A01, B00, D01","0",
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,7140214,Sư phạm Kỹ thuật công nghiệp,18.9,"A00, A01, C01, D01","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7480201,Công nghệ thông tin,20.0,"A00, A01, C01, D01","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140201,Giáo dục Mầm non,25.0,"M01, M05, M09","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140204,Giáo dục Công dân,25.0,"C00, C19, D01, D66","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140208,Giáo dục Quốc phòng - An ninh,25.0,"C00, C19, D01, D66","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140202,Giáo dục Tiểu học,31.0,"A00, A01, C04, D01","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140206,Giáo dục Thể chất,25.0,"T00, T01, T02, T05","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7220204,Ngôn ngữ Trung Quốc,26.0,"D01, D04, D11, D14","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7220201,Ngôn ngữ Anh,20.0,"A01, D01, D11, D12","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),25.0,"A00, A01, C01, D01","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140231,Sư phạm Tiếng Anh,25.0,"A01, D11, D12","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140212,Sư phạm Hóa học,25.0,"A00, A06, B00, D07","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140217,Sư phạm Ngữ văn,25.0,"C00, C14, D01, D15","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140211,Sư phạm Vật lý,25.0,"A00, A01, C01, D11","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140209,Sư phạm Toán học,25.0,"A00, A01, D01, D84","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140213,Sư phạm Sinh học,25.0,"A02, B00, B03, B08","0",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140218,Sư phạm Lịch sử,25.0,"C00, C03, C19, D14","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7760101,Công tác xã hội,20.25,"A00, C00, D01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7480201,Công nghệ thông tin,21.5,"A00, A01, B08","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7310501,Địa lý học,20.5,"C00, D15, D78","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140203,Giáo dục Đặc biệt,19.0,"C00, C15, D01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140206,Giáo dục Thể chất,20.5,"M08, T01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140202,Giáo dục Tiểu học,23.75,"A00, A01, D01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140201,Giáo dục Mầm non,22.0,"M02, M03","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140208,Giáo dục Quốc phòng - An ninh,20.5,"A08, C00, C19","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7440112,Hóa học,20.0,"A00, B00, D07","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7220203,Ngôn ngữ Pháp,21.75,"D01, D03","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,24.25,"D01, D06","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7220204,Ngôn ngữ Trung Quốc,24.25,"D01, D04","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7220202,Ngôn ngữ Nga,19.0,"D01, D02, D78, D80","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7220201,Ngôn ngữ Anh,25.25,D01,"0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,24.75,"D01, D78, D96","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140114,Quản lý giáo dục,21.5,"A00, A01, C14, D01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7310601,Quốc tế học,23.0,"D01, D14, D78","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140234,Sư phạm Tiếng Trung Quốc,22.5,"D01, D04","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),19.5,"A00, A01, B08","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140233,Sư phạm Tiếng Pháp,19.0,"D01, D03","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140212,Sư phạm Hóa học,25.75,"A00, B00, D07","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140217,Sư phạm Ngữ văn,25.25,"C00, D01, D78","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140231,Sư phạm Tiếng Anh,26.5,D01,"0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140211,Sư phạm Vật lý,25.25,"A00, A01, C01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140213,Sư phạm Sinh học,22.25,"B00, D08","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140209,Sư phạm Toán học,26.25,"A00, A01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140219,Sư phạm Địa lý,23.25,"C00, C04, D15, D78","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140232,Sư phạm Tiếng Nga,19.25,"D01, D02, D78, D80","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140247,Sư phạm khoa học tự nhiên,21.0,"A00, A02, B00, D90","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7140218,Sư phạm Lịch sử,23.5,"C00, D14","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7310401,Tâm lý học,24.75,"B00, C00, D01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7310403,Tâm lý học giáo dục,22.0,"A00, C00, D01","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7229030,Văn học,22.0,"C00, D01, D78","0",
SPS,Đại học Sư phạm TP HCM,TP HCM,7440102,Vật lý học,19.5,"A00, A01, D90","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7320101,Báo chí,21.0,"C00, C14, D01, D66","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7760101,Công tác xã hội,15.0,"C00, C19, C20, D01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7420201,Công nghệ sinh học,15.0,"A01, B00, B03, B08","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7480201,Công nghệ thông tin,15.0,"A00, A01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7310501,Địa lý học,15.0,"C00, D15","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140206,Giáo dục Thể chất,18.5,"T00, T02, T03, T05","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140201,Giáo dục Mầm non,19.25,"M01, M09","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140205,Giáo dục Chính trị,18.5,"C00, C19, C20, D66","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140204,Giáo dục Công dân,18.5,"C00, C19, C20, D66","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140202,Giáo dục Tiểu học,21.5,"A00, B00, C00, D01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7440112,Hóa học,15.0,"A00, B00, D07","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7229010,Lịch sử,15.0,"C00, C19, D14","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7850101,Quản lý tài nguyên và môi trường,15.0,"A01, B00, B03, B08","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140209,Sư phạm Toán học,20.5,"A00, A01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140219,Sư phạm Địa lý,18.5,"C00, D10","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140211,Sư phạm Vật lý,18.5,"A00, A01, A02","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140221,Sư phạm Âm nhạc,19.0,"N00, N01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140213,Sư phạm Sinh học,18.5,"B00, B03, B08","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140212,Sư phạm Hóa học,18.5,"A00, B00, D07","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),18.5,"A00, A01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140250,Sư phạm Tin học và Công nghệ Tiểu học,18.5,"A00, B00, C00, D01","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140218,Sư phạm Lịch sử,18.5,"C00, C19","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140249,Sư phạm Lịch sử - Địa lý,18.5,"C00, C19, C20, D78","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140247,Sư phạm khoa học tự nhiên,18.5,"A00, A02, B00, D90","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7140217,Sư phạm Ngữ văn,21.0,"C00, C14, D66","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7310401,Tâm lý học,15.5,"B00, C00, D01, D66","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7229030,Văn học,15.0,"C00, C14, D15, D66","0",
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7229040,Văn hoá học,15.0,"C00, C14, D15, D66","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7310201,Chính trị học,18.0,"C00, D01, D66, D78","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7510406,Công nghệ kỹ thuật Môi trường,18.0,"A00, A01, D01, D07","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7480201,Công nghệ thông tin,29.2,"A00, A01, D01, D07","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7760101,Công tác xã hội,18.0,"C00, D01, D14, D78","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7460112,ĐH Toán ứng dụng,18.0,"A00, A01, D01, D07","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7140204,Giáo dục Công dân,20.0,"D66, D78, D84, D96","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7140202,Giáo dục Tiểu học,28.78,"D01, D72, D78, D96","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7140201,Giáo dục Mầm non,20.0,"D01, D72, D90, D96","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7510605,Logistics và Quản lý chuỗi cung ứng,29.82,"A00, C00, D01, D96","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7380101,Ngành Luật,29.25,"C00, D01, D66, D78","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,30.02,"D01, D14, D15, D78","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,29.88,"D01, D14, D15, D78","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,29.83,"A00, C00, D01, D96","0",
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7140114,Quản lý giáo dục,20.33,"C00, D01, D14, D78","0",
