ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,hoc_phi
DAD,Đại Học Đông Á,Đà Nẵng,7480107,Trí tuệ nhân tạo,15.0,A00,
DAD,Đại Học Đông Á,Đà Nẵng,7320104,Truyền thông đa phương tiện,15.0,A00,
DAD,Đại Học Đông Á,Đà Nẵng,7320104DL,Truyền thông đa phương tiện (Phân hiệu tại Đắk Lắk),15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7480201,Công nghệ thông tin,16.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7540101,Công nghệ thực phẩm,18.3,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7420201,Công nghệ sinh học,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7760101,Công tác xã hội,23.23,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7620301,ĐH Nuôi trồng thủy sản,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7310501,Địa lý học,25.2,A07,
SPD,Đại học Đồng Tháp,Đồng Tháp,51140201,Giáo dục Mầm non,25.8,M00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140204,Giáo dục Công dân,26.98,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140202,Giáo dục Tiểu học,25.27,C01,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140201,Giáo dục Mầm non,26.41,M00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140206,Giáo dục Thể chất,25.7,T00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140205,Giáo dục Chính trị,26.8,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7340301,Kế toán,19.1,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7440301,Khoa học môi trường,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7480101,Khoa học máy tính,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7580201,Kỹ thuật xây dựng,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7510605,Logistics và Quản lý chuỗi cung ứng,19.21,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7340120,Ngành Kinh doanh quốc tế,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7380101,Ngành Luật,24.21,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7220201,Ngôn ngữ Anh,22.51,D01,
SPD,Đại học Đồng Tháp,Đồng Tháp,7220204,Ngôn ngữ Trung Quốc,23.7,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7620109,Nông học,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7850103,Quản lý đất đai,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7340101,Quản trị Kinh doanh,16.5,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7340403,Quản lý công,19.6,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7850101,Quản lý tài nguyên và môi trường,15.0,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7229042,Quản lý văn hoá,23.48,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140231,Sư phạm Tiếng Anh,25.43,D01,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140212,Sư phạm Hóa học,25.94,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140222,Sư phạm Mỹ thuật,22.5,H00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140217,Sư phạm Ngữ văn,27.31,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140209,Sư phạm Toán học,26.33,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140221,Sư phạm Âm nhạc,25.3,N00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140213,Sư phạm Sinh học,24.86,A02,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140246,Sư phạm công nghệ,24.1,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140249,Sư phạm Lịch sử - Địa lý,26.98,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140219,Sư phạm Địa lý,27.43,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140211,Sư phạm Vật lý,25.8,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140247,Sư phạm khoa học tự nhiên,24.63,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140218,Sư phạm Lịch sử,27.84,C00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),23.76,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7340201,Tài chính – Ngân hàng,19.5,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7310403,Tâm lý học giáo dục,24.2,A00,
SPD,Đại học Đồng Tháp,Đồng Tháp,7310630,Việt Nam học,23.93,C00,
DKH,Đại học Dược Hà Nội,Hà Nội,7420201,Công nghệ sinh học,24.26,B00,"15,200,000",
DKH,Đại học Dược Hà Nội,Hà Nội,7720201,Dược học,25.51,A00,"24,500,000",
DKH,Đại học Dược Hà Nội,Hà Nội,7440112,Hóa học,24.55,A00,"15,200,000",
DKH,Đại học Dược Hà Nội,Hà Nội,7720203,Hoá dược,25.31,A00,"21,240,000",
GDU,Đại học Gia Định,TP HCM,7340205,Công nghệ tài chính,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7320106,Công nghệ truyền thông,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7480201,Công nghệ thông tin,15.0,"A00, A01, C01, D01",
GDU,Đại học Gia Định,TP HCM,7310608,Đông phương học,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7340301,Kế toán,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7340121,Kinh doanh thương mại,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7480103,Kỹ thuật phần mềm,15.0,"A00, A01, C01, D01",
GDU,Đại học Gia Định,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7380107,Luật kinh tế,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,15.0,"A00, A01, C01, D01",
GDU,Đại học Gia Định,TP HCM,7340115,Marketing,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7340120,Ngành Kinh doanh quốc tế,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7380101,Ngành Luật,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7220201,Ngôn ngữ Anh,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7810201,Quản trị khách sạn,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7320108,Quan hệ công chúng,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7340101,Quản trị Kinh doanh,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7340201,Tài chính – Ngân hàng,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7340122,Thương mại điện tử,15.0,"A00, A01, C00, D01",
GDU,Đại học Gia Định,TP HCM,7320104,Truyền thông đa phương tiện,15.0,"A00, A01, C00, D01",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7510205A,Công nghệ kỳ thuật ỏ tô (hệ Chat lượng cao ticng Anh),24.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,748020101E,Công nghệ thông tin học bằng tiếng Anh,16.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,748020105A,Công nghệ thông tin CTTT chuyên ngành Smart Logistics,18.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,748020104A,Công nghệ thông tin CTTT chuyên ngành Khoa học dữ liệu và AI,21.5,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,748020101A,Công nghệ thông tin CTTT,21.5,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7510303A,Công nghỹ kỳ thuật điều khicn và lự động hoả (hệ Chat lượng cao ticng Anh),24.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7510104A,Công nghệ kỹ thuật giao thông CTTT chuyên ngành Quy hoạch và quản lý giao thông; Logistics và hạ tầng giao thông,19.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7510201A,Công nghệ kỳ thuật cơ khi (hệ Chát lượng cao tiếng Anh),23.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,748020106A,Công nghệ thông tin CTTT chuyên ngành Công nghệ ôtô số,17.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7340405A,Hệ thống thông tin quản lý CTTT,21.5,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010101A,Khai thái vận tải CTTT,22.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010102A,Khai thái vận tải CTTT chuyên ngành Quản lý và kinh doanh vận tải,22.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010609A,Khoa học hàng hải CTTT chuyên ngành Quản lý cảng và logistics,21.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010607,Khoa học hàng hải (chuyên ngành Khai thác máy tàu thủy và quản lý kỹ thuật),16.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010604A,Khoa học hàng hải CTTT,20.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7460108A,Khoa học dữ liệu CTTT,24.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010606,Khoa học hàng hải (chuyên ngành Điều khiển và quản lý tàu biển),16.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520207A,"Kĩ thuật điện tử, truyền thông",20.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,758030103A,Kinh tế xây dựng CTTT chuyên ngành Kinh tế và quản lý bất động sản,19.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010401A,Kinh tế vận tải biển CTTT,22.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,758030101A,Kinh tế xây dựng CTTT,19.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,784010402A,Kinh tế vận tải hàng không CTTT,22.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7580201,Kỹ thuật xây dựng,19.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520130A,"Kỹ thuật ôtô CTTT chuyên ngành Cơ khí ô tô, Cơ điện tử ô tô",22.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7580205,Kỹ thuật xây dựng công trình giao thông,17.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520201,Kỹ thuật điện,20.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520103A,Kỹ thuật cơ khí (chuyên ngành Kỹ thuật cơ khí),19.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7580202,Kỹ thuật xây dựng công trình thủy,15.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520216A,Kỹ thuật điều khiển và tự động hóa CTTT,20.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7510605A,Logistics và quản lý chuỗi cung ứng CTTT,24.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7510605E,Logistics và quản lý chuỗi cung ứng học bằng tiếng Anh,17.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7480102A,Mạng máy tính và truyền thông dữ liệu CTTT,20.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520320,Ngành Kỹ thuật môi trường,19.0,"A00, A01, B00, D01",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7840106,Ngành Khoa học Hàng hải,19.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520122,Ngành Kỹ thuật tàu thủy,15.0,"A00, A01, D01, D07",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7380101,Ngành Luật,21.0,"A01, D01, D14, D15",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7220201E,Ngôn ngữ Anh học bằng tiếng Anh,16.5,"A01, D01, D14, D15",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7220201,Ngôn ngữ Anh,24.5,"A01, D01, D14, D15",
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7580302A,Quản lý xây dựng CTTT,19.0,"A00, A01, D01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7480201,Công nghệ thông tin,24.73,"A00, A01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7340301,Kế toán,23.95,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7840101,Khai thác vận tải,25.33,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7580101,Kiến trúc,22.05,"A00, A01, V00, V01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7580301,Kinh tế xây dựng,22.75,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7520130,Kỹ thuật ô tô,24.49,"A00, A01, D01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7520201,Kỹ thuật điện,24.06,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7520116,Kỹ thuật cơ khí động lực,23.81,"A00, A01, D01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7580205,Kỹ thuật xây dựng công trình giao thông,20.0,"A00, A01, D01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7580201,Kỹ thuật xây dựng,21.25,"A00, A01, D01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7520114,Kỹ thuật cơ điện tử,24.45,"A00, A01, D01, D07",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,25.86,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7340120,Ngành Kinh doanh quốc tế,24.59,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7520207,Ngành Kỹ thuật điện tử truyền thông,24.35,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,24.87,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,22.85,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7580302,Quản lý xây dựng,22.15,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7340101,Quản trị Kinh doanh,23.56,"A00, A01, C01, D01",
GSA,Đại học Giao thông Vận tải ( Cơ sở Phía Nam),TP HCM,7340201,Tài chính – Ngân hàng,24.07,"A00, A01, C01, D01",
HLU,Đại học Hạ Long,Quảng Ninh,7480201,Công nghệ thông tin,15.0,"A00, A01, D01, D07",
HLU,Đại học Hạ Long,Quảng Ninh,7620301,ĐH Nuôi trồng thủy sản,15.0,"A00, A01, B00, D01",
HLU,Đại học Hạ Long,Quảng Ninh,7140202,Giáo dục Tiểu học,25.95,"C04, D01, D10, D15",
HLU,Đại học Hạ Long,Quảng Ninh,7140201,Giáo dục Mầm non,26.6,"A09, C00, C14, C20",
HLU,Đại học Hạ Long,Quảng Ninh,7340301,Kế toán,15.0,"A09, C00, C14, C20",
HLU,Đại học Hạ Long,Quảng Ninh,7480101,Khoa học máy tính,15.0,"A00, A01, D01, D07",
HLU,Đại học Hạ Long,Quảng Ninh,7220204,Ngôn ngữ Trung Quốc,22.5,"A01, D01, D04, D78",
HLU,Đại học Hạ Long,Quảng Ninh,7220210,Ngôn ngữ Hàn Quốc,15.0,"A01, D01, D78",
HLU,Đại học Hạ Long,Quảng Ninh,7220209,Ngôn ngữ Nhật,15.0,"A01, D01, D06, D78",
HLU,Đại học Hạ Long,Quảng Ninh,7220201,Ngôn ngữ Anh,15.0,"A01, D01, D15, D78",
HLU,Đại học Hạ Long,Quảng Ninh,7810201,Quản trị khách sạn,15.0,"A00, A01, D01, D10",
HLU,Đại học Hạ Long,Quảng Ninh,7340101,Quản trị Kinh doanh,15.0,"A00, A01, D01, D10",
HLU,Đại học Hạ Long,Quảng Ninh,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"A00, A01, D01, D10",
HLU,Đại học Hạ Long,Quảng Ninh,7810202,Quản trị nhà hàng và dịch vụ ăn uống,15.0,"A01, C00, D01, D15",
HLU,Đại học Hạ Long,Quảng Ninh,7850101,Quản lý tài nguyên và môi trường,15.0,"A00, B00, D01, D10",
HLU,Đại học Hạ Long,Quảng Ninh,7140247,Sư phạm khoa học tự nhiên,19.5,"A00, A01, B00, D07",
HLU,Đại học Hạ Long,Quảng Ninh,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),19.0,"A00, A01, D01, D07",
HLU,Đại học Hạ Long,Quảng Ninh,7140231,Sư phạm Tiếng Anh,25.2,"A01, D01, D15, D78",
HLU,Đại học Hạ Long,Quảng Ninh,7140217,Sư phạm Ngữ văn,26.9,"C00, C04, D01, D15",
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7310201,Chính trị học,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7480201,Công nghệ thông tin,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7140202,Giáo dục Tiểu học,26.59,C04,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7340301,Kế toán,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7620110,Khoa học cây trồng,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7440301,Khoa học môi trường,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7620115,Kinh tế nông nghiệp,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7580201,Kỹ thuật xây dựng,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7380101,Ngành Luật,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7220204,Ngôn ngữ Trung Quốc,15.0,C20,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7220201,Ngôn ngữ Anh,15.0,D01,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7340101,Quản trị Kinh doanh,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7340201,Tài chính – Ngân hàng,15.0,A00,
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7640101,Thú y,15.0,A00,
DKT,Đại Học Hải Dương,Hải Dương,7480201,Công nghệ thông tin,15.0,"A00, A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7510302,Điện tử - viễn thông,15.0,"A00, A01, A02, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140206,Giáo dục Thể chất,18.0,"T00, T01, T02, T03",
DKT,Đại Học Hải Dương,Hải Dương,7140201,Giáo dục Mầm non,26.4,"C00, C19, C20, D01",
DKT,Đại Học Hải Dương,Hải Dương,51140201,Giáo dục Mầm non,21.0,"C00, C10, C20, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140202,Giáo dục Tiểu học,26.5,"A00, A01, C00, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140205,Giáo dục Chính trị,24.15,"C00, C14, C20, D01",
DKT,Đại Học Hải Dương,Hải Dương,7760103,Hỗ trợ giáo dục người khuyết tật,15.0,"B03, C00, D01",
DKT,Đại Học Hải Dương,Hải Dương,7340301,Kế toán,15.0,"A00, A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7310101,Kinh tế,15.0,"A00, A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7520201,Kỹ thuật điện,15.0,"A00, A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7340115,Marketing,15.0,"A00, A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7220201,Ngôn ngữ Anh,15.0,"A01, D01, D09, D10",
DKT,Đại Học Hải Dương,Hải Dương,7340101,Quản trị Kinh doanh,15.0,"A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7340406,Quản trị văn phòng,15.0,"A00, A01, C00, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),20.7,"A00, A01, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140217,Sư phạm Ngữ văn,26.62,"C00, C03, D01, D14",
DKT,Đại Học Hải Dương,Hải Dương,7140219,Sư phạm Địa lý,26.85,"C00, C04, C20, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140209,Sư phạm Toán học,25.11,"A00, A01, A02, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140218,Sư phạm Lịch sử,26.35,"C00, C03, D14",
DKT,Đại Học Hải Dương,Hải Dương,7140247,Sư phạm khoa học tự nhiên,23.7,"A00, A02, B00, D01",
DKT,Đại Học Hải Dương,Hải Dương,7140231,Sư phạm Tiếng Anh,25.25,"D01, D14, D15",
DKT,Đại Học Hải Dương,Hải Dương,7340201,Tài chính – Ngân hàng,15.0,"A00, A01, D01",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7480201D114,"Công nghệ thông tin,",25.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7480201D118,Công nghệ phần mềm,24.25,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,H114,Công nghệ thông tin chương trình nâng cao,22.5,"A00, A01, C01, D01",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520207D104,Điện tử viễn thông,23.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,H105,Điện tự động công nghiệp chương trình nâng cao,21.5,"A00, A01, C01, D01",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520216D105,Điện tự động công nghiệp,24.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520216D103,Điện tự động tàu thủy,21.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840106D101,Điều khiển tàu biển,23.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,S101,Điều khiển tàu biển lớp chọn,21.5,"A00, A01, C01, D01",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520122D108,Đóng tàu và công trình ngoài khơi,21.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,S102,Khai thác máy tàu biển lớp chọn,21.0,"A00, A01, C01, D01",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840106D102,Khai thác máy tàu biển,22.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580201D127,Kiến trúc dân dụng và công nghiệp,19.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,A408,Kinh tế Hàng hài &Toàn cầu hoá,23.0,"A01, D01, D07, D15",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,H401,Kinh tế vận tải biển,23.75,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840104D410,Kinh tế vận tải thủy,24.75,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,H402,Kinh tế ngoại thương,24.0,"A00, A01, C01, D01",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,A409,Kinh doanh quốc tế & Logistics,24.25,"A01, D01, D07, D15",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7340120D402,Kinh tế ngoại thương,25.75,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840104D401,Kinh tế vận tải biển,25.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520320D126,Kỹ thuật hóa dầu,20.5,"A00, A01, D01, D07","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7480201D119,Kỹ thuật truyền thông và mạng máy tính,23.25,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D117,Kỹ thuật cơ điện tử,24.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580203D111,Kỹ thuật an toàn hàng hải,21.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D116,"Kỹ thuật cơ khí,",22.75,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D123,Kỹ thuật nhiệt lạnh,22.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520320D115,"Kỹ thuật môi trường,",21.0,"A00, A01, D01, D07","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580205D113,Kỹ thuật cầu đường,20.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D122,Kỹ thuật ôtô,24.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840104D407,Logistics và chuỗi cung ứng,26.25,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,D132,Luật kinh doanh,23.0,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7380101D120,Luật hàng hải,23.5,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D128,Máy và tự động công nghiệp,22.25,"A00, A01, C01, D01","16,400,000",
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D109,Máy và tự động hóa xếp dỡ,21.5,"A00, A01, C01, D01","16,400,000",
