mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12251582145690917,0.003128666601435247,0.013632917404174804,0.0015802359868747468,0.7,0.1,3,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",-2.525162634663309,-2.821631654762161,-2.0656686513443425,-2.9480961726537593,-4.124931856323476,-2.8970981939494096,0.6849062183110443,9
0.12082366943359375,0.007954964501518752,0.016651105880737305,0.004267677108374365,0.7,0.1,3,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.317303119086702,-3.1047286248314383,-2.2623201072354004,-2.357419630528449,-4.0253712292279,-2.8134285421819776,0.6799214491180344,4
0.1106459617614746,0.00852631539947488,0.01237936019897461,0.000494575385554514,0.7,0.1,6,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",-2.7806425621610686,-2.946638964258869,-2.101260895831707,-2.7901041322888736,-4.580454617556334,-3.0398202344193708,0.8237307668313875,20
0.11154818534851074,0.008987098207766874,0.014214706420898438,0.001424429899518194,0.7,0.1,6,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-2.4499408716452518,-3.3365544461611205,-2.0569532184055426,-2.472004746906583,-4.515381574561373,-2.966166971535974,0.8802963258956519,15
0.21519503593444825,0.007812347701954258,0.013833904266357422,0.0014129128804801802,0.7,0.1,6,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",-2.7074208701735007,-2.964191383055843,-2.017532954825926,-2.786651979257424,-5.019500036425434,-3.0990594447476254,1.0126164334257197,25
0.18371505737304689,0.009613234975127624,0.014375114440917968,0.0011447188097592042,0.7,0.1,6,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",-2.618544260480155,-3.353738311388924,-2.0155415732842323,-2.529070306922593,-4.257637233689329,-2.9549063371530466,0.7788525744102742,14
0.22798590660095214,0.021054053030314362,0.014833402633666993,0.0005929996323709295,0.7,0.1,10,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.7}",-3.197978666041857,-3.1106785944317275,-2.0520585114728016,-3.054112982107416,-5.627208142959372,-3.4084073794026346,1.1850068584321531,60
0.2344487190246582,0.018761205645525053,0.012918710708618164,0.0005562695919970621,0.7,0.1,10,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-2.8970214525705886,-3.5034259303175914,-2.131712028087488,-2.776883100932583,-5.80999750072433,-3.423808002526516,1.2700997787901238,62
0.4459427833557129,0.031325312550786494,0.015310907363891601,0.0009570770308221174,0.7,0.1,10,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.7}",-3.14993698650709,-3.0881698623757425,-1.9745522931188195,-3.162941781069765,-5.881965720141069,-3.451513328642497,1.295743263959287,65
0.4161065578460693,0.01658406305183821,0.01473221778869629,0.0014645609700673922,0.7,0.1,10,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",-2.9188737082924288,-3.5371275141694056,-2.1288031392043223,-2.7942811099766716,-5.658853865363851,-3.407587867401336,1.2112189069489585,59
0.0803220272064209,0.005408606194416452,0.013435077667236329,0.0009118169785701149,0.7,0.2,3,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",-2.153974736668614,-3.045591261476628,-2.1914220142170278,-2.7045314984485733,-3.9400678993290232,-2.807117482027973,0.656756671907123,3
0.06943559646606445,0.0016074275305352174,0.013507556915283204,0.001169298086202796,0.7,0.2,3,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.299423501562933,-3.213570969429058,-2.1178209314156713,-2.33241755386421,-4.529718597964906,-2.898590310847356,0.8998828350704003,10
0.12739839553833007,0.00878263249143133,0.01352100372314453,0.0014086194861676325,0.7,0.2,3,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",-2.23983147799306,-3.002006995595548,-2.1201873364745074,-2.7589661807577768,-3.8778951854443386,-2.7997774352530462,0.6293301858733553,2
0.11000761985778809,0.0062163894099474615,0.013411664962768554,0.0009373399993891203,0.7,0.2,3,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.6768341665656394,-3.2537330437783827,-2.0769207247898405,-2.389952349561303,-4.624984172932951,-3.0044848915256237,0.8981673662024534,17
0.11463007926940919,0.008584398819084033,0.013030099868774413,0.0009417939286016436,0.7,0.2,6,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",-2.6450937134146053,-3.1414843333017206,-2.2124266063582896,-2.722906370026308,-6.128686839569098,-3.370119572534004,1.4104444596793653,51
0.10747704505920411,0.008916703536029696,0.01306600570678711,0.0011920729578258253,0.7,0.2,6,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-2.9087072569759274,-3.5679654771875615,-2.0216158837334652,-2.7334610440225204,-5.292652544511284,-3.3048804412861514,1.1091161268940093,45
0.213545560836792,0.01039579188473361,0.017095184326171874,0.003961527618883778,0.7,0.2,6,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",-2.7741376396324213,-3.206502907695827,-2.1570514028959478,-2.777171176138959,-6.646029121893496,-3.51217844965133,1.6022338665176121,67
0.19451284408569336,0.010307865009749131,0.022252702713012697,0.00824752722040612,0.7,0.2,6,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",-3.050902212625347,-3.579809285754187,-2.0204783185804334,-2.8728170809621907,-5.350025962147837,-3.3748065720139993,1.107666940285515,52
0.24957723617553712,0.025368218776957413,0.014647436141967774,0.0016446408852293305,0.7,0.2,10,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.7}",-2.984197119719312,-3.0444171619898754,-1.9999839966293682,-3.1182362584818906,-5.597109741604924,-3.3487888556850742,1.1960723319105953,46
0.2345181941986084,0.02220430466930801,0.015138959884643555,0.0013445703278483474,0.7,0.2,10,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-2.7693444346018237,-3.533768546421872,-1.9542131774442633,-2.8562560080299373,-5.634857758156657,-3.349687984930911,1.247678663450674,47
0.5234843730926514,0.08392086421821009,0.01806812286376953,0.0032627665161067253,0.7,0.2,10,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.7}",-3.0054339781487536,-3.126170398602369,-1.9865565427397056,-3.1133770313535445,-5.736681285450443,-3.393643847258963,1.2466368802193155,56
0.4116544723510742,0.016472080813666107,0.015880870819091796,0.003938555745683905,0.7,0.2,10,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",-2.78142877920846,-3.5432600561537853,-1.9522566349142108,-2.9171451887355735,-5.63183810614457,-3.3651857530313203,1.2415558458539713,49
0.09596004486083984,0.008775295623888263,0.013256120681762695,0.0014229540944092594,1.0,0.01,3,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",-2.910148989250002,-3.9942173299480506,-2.8557965531306078,-3.0011269779669947,-4.033705189520231,-3.3589990079631766,0.5369324329407767,48
0.09016118049621583,0.019995272498411314,0.012935638427734375,0.001115281329361349,1.0,0.01,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-3.2399787803825486,-3.9973920929369227,-2.868139002626578,-2.9664693388919905,-4.1845888787518914,-3.451313618717986,0.5395782296221168,64
0.14616312980651855,0.010725086738108007,0.015131187438964844,0.001318512197901627,1.0,0.01,3,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",-2.6012939724309754,-3.8169234972611443,-2.7201671145758923,-2.6887048692148645,-4.600721400696971,-3.285562170835969,0.7944962976124033,44
0.12519302368164062,0.007590644508758477,0.012732505798339844,0.0010376476725451338,1.0,0.01,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.970439361460626,-3.819382025650598,-2.7392591408804186,-2.674441555315435,-4.762979879673408,-3.3933003925960974,0.7976097910484836,55
0.1491384506225586,0.014262448066040982,0.013873720169067382,0.0007103211189191281,1.0,0.01,6,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",-2.8780913983165775,-3.6308406551630212,-2.7911650631219214,-2.848838854459263,-4.085067810310657,-3.2468007562742884,0.5200197012878528,40
0.1510195255279541,0.007595408639560493,0.01352553367614746,0.0011407292965728445,1.0,0.01,6,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-3.647558292276156,-3.6826667829952,-2.799638182284613,-2.8372545230332658,-4.368589891757965,-3.4671415344694396,0.5888851929640845,66
0.25117926597595214,0.010068215600775497,0.013740015029907227,0.0005201322454445535,1.0,0.01,6,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",-2.550474629071503,-3.3499318524050934,-2.5889960876827733,-2.5734102455868775,-4.614932728141126,-3.1355491085774743,0.798945343210282,29
0.25170307159423827,0.010714265321164665,0.01682729721069336,0.006889690650348528,1.0,0.01,6,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",-3.2419055742134795,-3.4748874157134715,-2.5495076890895243,-2.5694005033526484,-5.003332429864761,-3.367806722446777,0.8954694313379582,50
0.300309419631958,0.015521216264904093,0.013991498947143554,0.001456372076294447,1.0,0.01,10,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.7}",-2.910645151710409,-3.492622181385115,-2.6681260693030913,-2.9689326234439246,-4.149079323828336,-3.2378810699341756,0.5290014490627459,38
0.37278432846069337,0.031779992469032084,0.01622180938720703,0.0029370392375541836,1.0,0.01,10,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-3.481220567585965,-3.7158550102644785,-2.6579233226669636,-3.0691940758745213,-4.091865606814322,-3.4032117166412506,0.4990186298846853,57
0.5689838886260986,0.03349371186518746,0.017280721664428712,0.003576133494926661,1.0,0.01,10,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.7}",-2.6712615600214185,-3.278466996563878,-2.4766832648641817,-2.738213654971938,-4.981453253256524,-3.229215745935588,0.915583205364542,37
0.6870319843292236,0.058735624005771286,0.01843552589416504,0.004906254149168595,1.0,0.01,10,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",-3.450583628279116,-3.811586042357704,-2.5666819333559894,-2.7802609758687753,-5.252507877574041,-3.5723240914871246,0.9522357592402791,68
0.07432746887207031,0.0032253980311439576,0.012546348571777343,0.00030825736944863915,1.0,0.1,3,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",-2.1129306434972777,-3.11589431995732,-2.229928676048122,-2.470186994628314,-4.143940389554744,-2.8145762047371554,0.7497632822277671,5
0.07117185592651368,0.0021945085857312226,0.013328647613525391,0.0005083579393558569,1.0,0.1,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.0819446160903903,-3.224426995454335,-2.3019280711625902,-2.4324488183892083,-5.22809495956502,-3.0537686921323086,1.1534785401873433,22
0.12654681205749513,0.003931149231372602,0.012323665618896484,0.0009260628337674996,1.0,0.1,3,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",-2.248181495694872,-2.9961989811716774,-2.0540613754630956,-2.6702623852485825,-3.59729607270263,-2.7132000620561714,0.5503206090226903,1
0.12156853675842286,0.007292025647168984,0.01387338638305664,0.0013319200640515246,1.0,0.1,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.2009383931730335,-3.0685467135959614,-2.303490507789451,-2.4383478267576133,-4.688816076439787,-2.9400279035511696,0.9249749421661249,12
0.12112941741943359,0.0066278226814498195,0.012857294082641602,0.0021459646695731614,1.0,0.1,6,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",-2.7485767864303114,-3.0430473601227557,-2.2121053015566376,-2.4996779716006152,-4.6301864224088645,-3.0267187684238372,0.8473612221889621,18
0.11292800903320313,0.003075332207102318,0.013764762878417968,0.00173711374634731,1.0,0.1,6,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-3.2916425739783173,-3.6665706952894572,-2.0933987961055425,-2.4083222606988204,-4.3333792516827,-3.158662715550968,0.8189519051996503,32
0.22999629974365235,0.020575354849256697,0.013002920150756835,0.0011510122204348558,1.0,0.1,6,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",-2.7329064099752274,-3.0202651553241067,-2.0981955958428453,-2.4985031613369255,-5.0827828575411536,-3.086530636004052,1.0427892022580494,24
0.19126310348510742,0.010769088627925846,0.013630056381225586,0.0010369989016552682,1.0,0.1,6,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",-3.4064401616211413,-3.532870355865973,-2.041232748613567,-2.4102514050923634,-3.7755580036766303,-3.0332705349739353,0.6800203001742811,19
0.2674111366271973,0.019952732793828056,0.013948345184326172,0.0009170893615990096,1.0,0.1,10,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.7}",-2.4744302325811973,-3.08049955997602,-2.284174627356209,-2.4388350532180323,-5.384541829504441,-3.13249626052718,1.1582986888179034,28
0.2772653102874756,0.037390565091720784,0.01342911720275879,0.0017472960035849108,1.0,0.1,10,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-3.5540995733971363,-3.7129655378790454,-2.35557137807041,-2.8661592351378236,-5.568448362807527,-3.6114488174583883,1.0932636008845593,71
0.5137680530548095,0.024815298260452194,0.015330171585083008,0.0022970976179324657,1.0,0.1,10,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.7}",-2.5139948990938565,-3.074861915578346,-2.2815721079815017,-2.4799039863023418,-5.5944442532343395,-3.1889554324380773,1.231345927829103,34
0.46058154106140137,0.044023223176893715,0.014379501342773438,0.0004460240316787507,1.0,0.1,10,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",-3.5615012234472,-3.739482818190497,-2.323258306504608,-2.9312695102504094,-5.489367128960233,-3.6089757974705896,1.0646607680844546,69
0.08130278587341308,0.006182310968296372,0.013226795196533202,0.0017763582494595657,1.0,0.2,3,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",-2.746644332572973,-3.0620766250062297,-2.1103625124191407,-2.670706496444759,-4.101378672326587,-2.938233727753938,0.6575547567012847,11
0.07495465278625488,0.004457791667120688,0.013427448272705079,0.0010645807851794276,1.0,0.2,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.432344578821613,-3.065884982893139,-2.320057229287915,-2.4701192003628782,-4.0973324366530814,-2.8771476856037252,0.6630753143045105,8
0.12977986335754393,0.004758256360100073,0.014213037490844727,0.0024548712209903436,1.0,0.2,3,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",-2.6256606237477,-2.9320687803080068,-2.0179874525051757,-2.7975397247534612,-4.330472695829615,-2.9407458554287915,0.761929885463981,13
0.11590886116027832,0.007169588300952766,0.014259147644042968,0.0005039664697117865,1.0,0.2,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.5424461685626527,-3.002838108045085,-2.370407580803484,-2.4718741425243955,-3.815996420899732,-2.84071248416707,0.5336018543041954,6
0.12760653495788574,0.005749745551099806,0.014114665985107421,0.0015407071789927367,1.0,0.2,6,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",-2.3464760643691833,-2.8973580323148886,-2.1065963925691826,-2.450349940614041,-5.615253820482401,-3.0832068500699394,1.2917313766864253,23
0.11293540000915528,0.009199863145487406,0.01376638412475586,0.0016557012693284268,1.0,0.2,6,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-3.656228778005075,-3.2965959721080202,-2.2063344367940867,-2.456510933928311,-4.397428412995419,-3.202619706766183,0.7989271822272663,35
0.24861083030700684,0.011167792228924013,0.014548587799072265,0.0013215330895755592,1.0,0.2,6,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",-2.295883124961853,-2.9011375835545796,-2.1232000609604396,-2.4570739085635975,-5.940186800727868,-3.1434962957536676,1.422029796710347,30
0.2082134246826172,0.014228602059321837,0.014187908172607422,0.0010182574276478386,1.0,0.2,6,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",-3.742211334999707,-3.3269691978557385,-2.268739422757331,-2.649299021447917,-4.329789479079759,-3.26340169122809,0.7398591128447722,41
0.2862701416015625,0.023369951831852098,0.012039995193481446,0.002418902601432031,1.0,0.2,10,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.7}",-2.493334611121583,-2.899532799302332,-2.2263571570995437,-2.61087817893525,-6.819504907842161,-3.4099215308601742,1.7184401036067447,61
0.2525137424468994,0.0166035256588911,0.012141609191894531,0.0008711234878834563,1.0,0.2,10,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-3.139220032299565,-3.9020601267911323,-2.4642598165323317,-2.6418076273099547,-5.901372956028389,-3.609744111792275,1.2495951048576803,70
0.47144570350646975,0.0817225608053391,0.009519863128662109,0.0013016425273841478,1.0,0.2,10,200,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.7}",-2.533397001938176,-2.8949239596384535,-2.206872075603925,-2.6212909545345746,-6.767960127248295,-3.4048888237926844,1.695823133466717,58
0.3512296676635742,0.03904416768471672,0.008812808990478515,0.00039494529790716195,1.0,0.2,10,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",-3.14263920594162,-3.9086060395375077,-2.452235694565769,-2.6453313998581804,-5.9387222815664735,-3.6175069242939104,1.2650107563819946,72
