ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,nam,newmajor
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH05,Ngôn ngữ Pháp,34.8,D01,2020,0
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH04,Ngôn ngữ Anh,36.25,D01,2020,0
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH07,Ngôn ngữ Nhật,33.9,D01,2020,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP10,Đầu tư tài chính (BFI - tiếng Anh hệ số 2),34.55,"A01, D01, D07, D10",2020,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP01,Khởi nghiệp và phát triển kinh doanh (BBAE) học bằng tiếng Anh (tiếng Anh hệ số 2),33.55,"A01, D01, D07, D09",2020,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP14,Logistics và Quản lý chuỗi cung ứng tích hợp chứng chỉ quốc tế (LSIC),35.55,"A01, D01, D07, D10",2020,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,7220201,Ngôn ngữ Anh,35.6,"A01, D01, D09, D10",2020,0
HTC,Học viện Tài chính,Hà Nội,7340201C06,Hải quan & Logistics,31.17,"A01, D01, D07",2020,0
HTC,Học viện Tài chính,Hà Nội,7220201,Ngôn ngữ Anh,32.7,"A01, D01, D07",2020,0
HTC,Học viện Tài chính,Hà Nội,7340201C09,Phân tích tài chính,31.8,"A01, D01, D07",2020,0
HTC,Học viện Tài chính,Hà Nội,7340201C11,Tài chính doanh nghiệp,30.17,"A01, D01, D07",2020,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,31.37,"D01, D02, D78, D90",2020,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140235,Sư phạm Tiếng Đức,31.85,"D01, D05, D78, D90",2020,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140231,Sư phạm Tiếng Anh,35.83,"D01, D14, D78, D90",2020,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140237,Sư phạm tiếng Hàn Quốc,35.87,"D01, D78, D90",2020,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140236,Sư phạm tiếng Nhật,35.66,"D01, D06, D78, D90",2020,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140234,Sư phạm Tiếng Trung Quốc,36.08,"D01, D04, D78, D90",2020,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE42,Kế toán (CLC),32.6,"A01, D01, D09, D10",2020,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE44,Kinh tế (CLC),32.47,"A01, D01, D09, D10",2020,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE45,Kinh tế phát triển (CLC),31.73,"A01, D01, D09, D10",2020,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE43,Kinh tế quốc tế (CLC),34.5,"A01, D01, D09, D10",2020,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE40,Quản trị kinh doanh (CLC),33.45,"A01, D01, D09, D10",2020,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE41,Tài chính - Ngân hàng (CLC),32.72,"A01, D01, D09, D10",2020,0
NHF,Đại học Hà Nội,Hà Nội,7340301,Kế toán,31.48,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7340115,Marketing,34.48,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7220205,Ngôn ngữ Đức,31.83,"D01, D05",2020,0
NHF,Đại học Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,34.47,"D01, D06",2020,0
NHF,Đại học Hà Nội,Hà Nội,7220208,Ngôn ngữ Italia,30.43,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,34.82,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7220206,Ngôn ngữ Tây Ban Nha,31.73,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,34.63,"D01, D04",2020,0
NHF,Đại học Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,35.38,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,32.83,"D01, D03",2020,0
NHF,Đại học Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,33.27,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,33.2,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7310601,Quốc tế học,31.3,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7340201,Tài chính – Ngân hàng,31.5,D01,2020,0
NHF,Đại học Hà Nội,Hà Nội,7320109,Truyền thông doanh nghiệp,32.2,"D01, D03",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7720201,Dược học,33.0,"A00, B00, D07",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340301,Kế toán,33.5,"A00, A01, C01, D07",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480101,Khoa học máy tính,33.75,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.0,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340120,Kinh doanh quốc tế - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.0,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480103,Kỹ thuật phần mềm,34.5,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480103,Kỹ thuật phần mềm - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.5,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,33.0,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340115,Marketing,35.25,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340115,Marketing -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.0,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,31.25,"A00, A01, C01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7380101,Ngành Luật,33.25,"A00, A01, C01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340120,Ngành Kinh doanh quốc tế,35.25,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7220204,Ngôn ngữ Trung Quốc,31.5,"D01, D04, D11, D55",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7220201,Ngôn ngữ Anh,33.25,"D01, D11",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7220201,Ngôn ngữ Anh -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.75,"D01, D11",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101N,Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.5,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101,Quản trị Kinh doanh,34.25,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị Nhà hàng - Khách sạn),34.25,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị nguồn nhân lực) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.0,"A00, A01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340201,Tài chính – Ngân hàng,33.5,"A00, A01, D01, D07",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7210403,Thiết kế đồ họa,30.0,"H00, H01, H02, H03",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630Q,Việt Nam học (Chuyên ngành Du lịch và Quản lý du lịch),32.75,"A01, C00, C01, D01",2020,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630,Việt Nam học,31.75,"A01, C00, C01, D01",2020,0
MHN,Đại học Mở Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,30.33,D01,2020,0
MHN,Đại học Mở Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,31.12,"D01, D04",2020,0
MHN,Đại học Mở Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,30.07,D01,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,602,Báo in,31.0,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,607,Báo mạng điện tử,31.6,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,605,Báo truyền hình,34.25,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,605,Báo truyền hình,34.25,D01,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,602,Báo in,31.0,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,607,Báo mạng điện tử,31.6,D01,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,602,Báo in,31.0,D01,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,605,Báo truyền hình,34.25,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,607,Báo mạng điện tử,31.6,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,611,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",32.05,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,615,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",34.45,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",35.5,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",35.5,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,614,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",35.0,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,615,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",34.45,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,610,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",32.2,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",35.5,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,615,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",34.45,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,611,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",32.05,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,614,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",35.0,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,611,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",32.05,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,610,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",32.2,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,614,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",35.0,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,610,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",32.2,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,33.7,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,33.7,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,33.7,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,32.3,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,32.3,D78,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,32.3,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,33.75,D72,2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,33.75,"A01, D01",2020,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,33.75,D78,2020,0
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D124,Tiếng Anh thương mại,30.0,"A01, D01, D10, D14",2020,0
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140202,Giáo dục Tiểu học,31.0,"A00, A01, C04, D01",2020,0
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,30.02,"D01, D14, D15, D78",2020,0
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7810201,Quản trị khách sạn,30.2,"D01, D14, D15, D78",2020,0
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,30.25,"C19, D01, D09, D14, D15",2020,0
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,31.75,"C19, D01, D09, D14, D15",2020,0
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH05,Ngôn ngữ Pháp,36.75,D01,2021,0
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH04,Ngôn ngữ Anh,37.55,D01,2021,0
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH07,Ngôn ngữ Nhật,35.2,D01,2021,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP10,Đầu tư tài chính (BFI - tiếng Anh hệ số 2),37.1,"A01, D01, D07, D10",2021,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP01,Khởi nghiệp và phát triển kinh doanh (BBAE) học bằng tiếng Anh (tiếng Anh hệ số 2),36.45,"A01, D01, D07, D09",2021,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP14,Logistics và Quản lý chuỗi cung ứng tích hợp chứng chỉ quốc tế (LSIC),36.6,"A01, D01, D07, D10",2021,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,7220201,Ngôn ngữ Anh,37.3,"A01, D01, D09, D10",2021,0
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP11,Quản trị khách sạn quốc tế (IHME - tiếng Anh hệ số 2),36.6,"A01, D01, D09, D10",2021,0
HTC,Học viện Tài chính,Hà Nội,7340201C06,Hải quan & Logistics,36.22,"A01, D01, D07",2021,0
HTC,Học viện Tài chính,Hà Nội,7220201,Ngôn ngữ Anh,35.77,"A01, D01, D07",2021,0
HTC,Học viện Tài chính,Hà Nội,7340201C09,Phân tích tài chính,35.63,"A01, D01, D07",2021,0
HTC,Học viện Tài chính,Hà Nội,7340201C11,Tài chính doanh nghiệp,35.7,"A01, D01, D07",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,35.77,"D01, D03, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220205,Ngôn ngữ Đức,35.92,"D01, D05, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,36.83,"D01, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,37.13,"D01, D04, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,35.19,"D01, D02, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220211,Ngôn ngữ Ả Rập,34.0,"D01, D14, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,36.9,"D01, D14, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,36.53,"D01, D06, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140231,Sư phạm Tiếng Anh,38.45,"D01, D14, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140237,Sư phạm tiếng Hàn Quốc,37.7,"D01, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140236,Sư phạm tiếng Nhật,37.33,"D01, D06, D78, D90",2021,0
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140234,Sư phạm Tiếng Trung Quốc,38.32,"D01, D04, D78, D90",2021,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE42,Kế toán (CLC),35.55,"A01, D01, D09, D10",2021,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE44,Kinh tế (CLC),35.83,"A01, D01, D09, D10",2021,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE45,Kinh tế phát triển (CLC),35.57,"A01, D01, D09, D10",2021,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE43,Kinh tế quốc tế (CLC),36.53,"A01, D01, D09, D10",2021,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE40,Quản trị kinh doanh (CLC),36.2,"A01, D01, D09, D10",2021,0
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE41,Tài chính - Ngân hàng (CLC),35.75,"A01, D01, D09, D10",2021,0
NHF,Đại học Hà Nội,Hà Nội,7340301,Kế toán,35.12,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7340115,Marketing,36.63,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7310111,Nghiên cứu phát triển,33.85,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7220205,Ngôn ngữ Đức,35.53,"D01, D05",2021,0
NHF,Đại học Hà Nội,Hà Nội,7220207,Ngôn ngữ Bồ Đào Nha,33.4,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,36.43,"D01, D06",2021,0
NHF,Đại học Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,33.95,"D01, D02",2021,0
NHF,Đại học Hà Nội,Hà Nội,7220208,Ngôn ngữ Italia,34.78,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,36.75,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7220206,Ngôn ngữ Tây Ban Nha,35.3,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,37.07,"D01, D04",2021,0
NHF,Đại học Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,37.55,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,35.6,"D01, D03",2021,0
NHF,Đại học Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,35.6,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,35.92,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7310601,Quốc tế học,35.2,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7340201,Tài chính – Ngân hàng,35.27,D01,2021,0
NHF,Đại học Hà Nội,Hà Nội,7320109,Truyền thông doanh nghiệp,35.68,"D01, D03",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7720201,Dược học,33.8,"A00, B00, D07",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340301,Kế toán,34.8,"A00, A01, C01, D07",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340301,Kế toán - Chất lượng cao,32.8,"A00, A01, C00, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,N7340301,Kế toán -Chương trình học 02 năm đầu tại Nha Trang,30.5,"A00, A01, C01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480101,Khoa học máy tính,34.6,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.9,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7340120,Kinh doanh quốc tế - học bằng tiếng Anh,33.5,"A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340120,Kinh doanh quốc tế - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,35.9,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480103,Kỹ thuật phần mềm,35.2,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480103,Kỹ thuật phần mềm - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,34.0,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520301,Kỹ thuật hóa học,32.0,"A00, B00, D07",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520114,Kỹ thuật cơ điện tử,32.0,"A00, A01, C01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,N7380101,Luật -Chương trình 02 năm đầu học tại Nha Trang,30.5,"A00, A01, C00, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7380101,Luật - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.3,"A00, A01, C01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,33.4,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340115,Marketing,36.9,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,N7340115,Marketing -Chương trình 02 năm đầu học tại Nha Trang,34.6,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340115,Marketing -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,35.6,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7340115,Marketing - Chất lượng cao giảng dạy 100% tiếng Anh,33.0,"A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,33.0,"A00, A01, C01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7380101,Ngành Luật,35.0,"A00, A01, C01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520207,Ngành Kỹ thuật điện tử truyền thông,31.0,"A00, A01, C01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340120,Ngành Kinh doanh quốc tế,36.3,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7220204,Ngôn ngữ Trung Quốc,34.9,"D01, D04, D11, D55",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,N7220201,Ngôn ngữ Anh -Chương trình 02 năm đầu học tại Nha Trang,32.9,"D01, D11",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7220201,Ngôn ngữ Anh,35.6,"D01, D11",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7220201,Ngôn ngữ Anh -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,34.8,"D01, D11",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101N,Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,34.3,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101,Quản trị Kinh doanh,36.0,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị Nhà hàng - Khách sạn),35.1,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340408,Quan hệ lao động (CN Quản lý Quan hệ lao động. CN Hành vi tổ chức),32.5,"A00, A01, C01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị nguồn nhân lực) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,35.3,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,N7340101N,Quản trị kinh doanh. Chuyên ngành: Quản trị nhà hàng - khách sạn -Chương trình 02 năm đầu học tại Nha Trang,31.0,"A00, A01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7810301,Quản lý thể dục thể thao,32.8,"A01, D01, T00, T01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340201,Tài chính - Ngân hàng - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.7,"A00, A01, D01, D07",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340201,Tài chính – Ngân hàng,34.8,"A00, A01, D01, D07",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7210403,Thiết kế đồ họa,34.0,"H00, H01, H02, H03",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7210404,Thiết kế thời trang,30.5,"H00, H01, H02, H03",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7210403,Thiết kế đồ họa - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.5,"H00, H01, H02, H03",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7310630Q,Việt Nam học (Chuyên ngành: Du lịch và Quản lý du lịch)- Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.8,"D01, D11",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630Q,Việt Nam học (Chuyên ngành Du lịch và Quản lý du lịch),34.2,"A01, C00, C01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630,Việt Nam học,33.3,"A01, C00, C01, D01",2021,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310301,Xã hội học,32.9,"A01, C00, C01, D01",2021,0
