ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT-E15,An toàn không gian số - Cyber Security (CT tiên tiến),28.05,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,CH-E11,Chương trình tiên tiến Kỹ thuật Hóa dược,23.44,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,MS-E3,Chương trình tiên tiến KHKT Vật liệu,21.5,"A00, A01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET-E4,Chương trình tiên tiến Điện tử - Viễn thông,25.99,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EM-E13,Chương trình tiên tiến Phân tích kinh doanh,25.47,"A01, D01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EE-E18,Chương trình tiên tiến Hệ thống điện và năng lượng tái tạo,24.47,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ME-E1,Chương trình tiên tiến Cơ điện tử,25.47,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT-E10,Chương trình tiên tiến Khoa học dữ liệu và Trí tuệ nhân tạo,28.8,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,BF-E12,Chương trình tiên tiến Kỹ thuật Thực phẩm,22.7,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET-E9,Chương trình tiên tiến Hệ thống nhúng thông minh và IoT,26.45,"A00, A01, D28"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TE-E2,Chương trình tiên tiến Kỹ thuật Ô tô,25.0,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET-E5,Chương trình tiên tiến Kỹ thuật Y sinh,23.7,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EM-E14,Chương trình tiên tiến Logistics và Quản lý chuỗi cung ứng,25.69,"A01, D01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EE-E8,Chương trình tiên tiến Điều khiển - Tự động hóa và Hệ thống điện,26.74,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ME-GU,Cơ khí - Chế tạo máy - ĐH Griffith (Úc),23.32,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TE-EP,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),23.7,"A00, A01, D29"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ME-NUT,Cơ điện tử - ĐH Nagaoka (Nhật Bản),23.85,"A00, A01, D28"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ME-LUH,Cơ điện tử - ĐH Leibniz Hannover (Đức),24.02,"A00, A01, D26"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ED2,Công nghệ giáo dục,24.55,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,MS3,Công nghệ vật liệu Polime và Compozit,23.7,"A00, A01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT-E7,Công nghệ thông tin ICT,28.16,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT-E6,Công nghệ thông tin Việt-Nhật,27.64,"A00, A01, D28"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT-EP,Công nghệ thông tin (Việt - Pháp),27.32,"A00, A01, D29"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET-LUH,Điện tử - Viễn thông - ĐH Leibniz Hannover (Đức),24.3,"A00, A01, D26"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,MI2,Hệ thống thông tin quản lý,27.06,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,CH2,Hóa học,23.04,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EM4,Kế toán,25.52,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TROY-IT,Khoa học máy tính - ĐH Troy (Hoa Kỳ),24.96,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT1,Khoa học Máy tính,29.42,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TE1,Kỹ thuật Ô tô,26.48,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TE3,Kỹ thuật Hàng không,25.5,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,PH2,Kỹ thuật hạt nhân,22.31,"A00, A01, A02"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ME1,Kỹ thuật Cơ điện tử,26.75,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,IT2,Kỹ thuật Máy tính,28.29,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,HE1,Kỹ thuật Nhiệt,23.94,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET2,Kỹ thuật Y sinh,25.04,"A00, A01, B00"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EE1,Kỹ thuật Điện,25.55,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TX1,Kỹ thuật Dệt,21.4,"A00, A01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,BF-E19,Kỹ thuật sinh học chương trình Tiên tiến,21.0,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ME2,Kỹ thuật Cơ khí,24.96,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EV1,Kỹ thuật Môi trường,21.0,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EE2,Kỹ thuật Điều khiển - Tự động hóa,27.57,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,CH1,Kỹ thuật Hóa học,23.7,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET1,Kỹ thuật Điện tử - Viễn thông,26.46,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TE2,Kỹ thuật Cơ khí động lực,25.31,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,BF2,Kỹ thuật Thực phẩm,24.49,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,BF1,Kỹ thuật Sinh học,24.6,"A00, B00, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,MS2,Kỹ thuật Vi điện tử và công nghệ nano,26.18,"A00, A01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,MS1,Kỹ thuật Vật liệu,23.25,"A00, A01, D07"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EV2,Quản lý Tài nguyên và Môi trường,21.0,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EM2,Quản lý công nghiệp,25.39,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,TROY-BA,Quản trị kinh doanh - ĐH Troy (Hoa Kỳ),23.7,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EM3,Quản trị kinh doanh,25.83,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EM5,Tài chính - Ngân hàng,25.75,"A00, A01, D01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,FL2,Tiếng Anh chuyên nghiệp quốc tế,25.17,D01
BKA,Đại học Bách khoa Hà Nội,Hà Nội,FL1,Tiếng Anh KHKT và Công nghệ,25.45,D01
BKA,Đại học Bách khoa Hà Nội,Hà Nội,MI1,Toán-Tin,27.21,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,EE-EP,Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),25.14,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,ET-E16,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),25.73,"A00, A01"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,PH3,Vật lý y khoa,24.02,"A00, A01, A02"
BKA,Đại học Bách khoa Hà Nội,Hà Nội,PH1,Vật lý kỹ thuật,24.28,"A00, A01"
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH02,Kinh doanh quốc tế và Quản trị kinh doanh,27.7,A00
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH09,Kinh tế chính trị,26.9,A00
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH05,Ngôn ngữ Pháp,25.2,D01
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH04,Ngôn ngữ Anh,27.5,D01
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH07,Ngôn ngữ Nhật,26.8,D01
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH01-02,Nhóm ngành Kinh tế; Kinh tế quốc tế,27.8,A00
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH01-01,Nhóm ngành luật,28.3,A00
NTH,Đại học Ngoại thương (phía Bắc),Hà Nội,NTH03,Tài chính - Ngân hàng và Kế toán,27.45,A00
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340204,Bảo hiểm,26.4,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340116,Bất động sản,26.4,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP09,Công nghệ tài chính (BFT),26.75,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7480201,Công nghệ thông tin,35.3,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP10,Đầu tư tài chính (BFI - tiếng Anh hệ số 2),36.5,"A01, D01, D07, D10"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP02,Định phí Bảo hiểm & Quản trị rủi ro (Actuary) học bằng tiếng Anh,26.45,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340405,Hệ thống thông tin,36.15,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340301,Kế toán,27.05,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP04,Kế toán tích hợp chứng chỉ quốc tế (ICAEW CFAB),26.9,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP03,Khoa học dữ liệu trong Kinh tế & Kinh doanh (DSEB),26.85,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340401,Khoa học quản lý,27.05,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7480101,Khoa học máy tính,35.35,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP01,Khởi nghiệp và phát triển kinh doanh (BBAE) học bằng tiếng Anh (tiếng Anh hệ số 2),36.1,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340302,Kiểm toán,27.2,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP12,Kiểm toán tích hợp chứng chỉ quốc tế (AUD-ICAEW),27.2,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310106,Kinh tế quốc tế,27.35,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7850102,Kinh tế tài nguyên thiên nhiên,26.35,"A00, A01, B00, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7620114,Kinh doanh nông nghiệp,26.6,"A00, A01, B00, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310101_3,Kinh tế,27.15,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310101_2,Kinh tế,27.05,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310101_1,Kinh tế,27.1,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340121,Kinh doanh thương mại,27.35,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP05,Kinh doanh số (E-BDB),26.85,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310104,Kinh tế đầu tư,27.5,"A00, A01, B00, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP13,Kinh tế học tài chính (FE),26.75,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7620115,Kinh tế nông nghiệp,26.2,"A00, A01, B00, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310105,Kinh tế phát triển,27.35,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP14,Logistics và Quản lý chuỗi cung ứng tích hợp chứng chỉ quốc tế (LSIC),36.4,"A01, D01, D07, D10"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7510605,Logistics và Quản lý chuỗi cung ứng,27.4,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7380107,Luật kinh tế,26.85,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE4,Luật kinh doanh,36.2,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340115,Marketing,27.55,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340120,Ngành Kinh doanh quốc tế,27.5,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7380101,Ngành Luật,26.6,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7220201,Ngôn ngữ Anh,36.5,"A01, D01, D09, D10"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP06,Phân tích kinh doanh (BA),27.15,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EPMP,Quản lý công và chính sách học bằng tiếng Anh (EPMP),26.1,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE5,Quản trị kinh doanh thương mại,36.85,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP07,Quản trị điều hành thông minh (E-SOM),26.65,"A01, D01, D07, D10"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7320108,Quan hệ công chúng,27.2,"A01, C03, C04, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE2,Quản trị lữ hành,35.65,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP11,Quản trị khách sạn quốc tế (IHME - tiếng Anh hệ số 2),35.75,"A01, D01, D09, D10"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7850101,Quản lý tài nguyên và môi trường,26.4,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340409,Quản lý dự án,27.15,"A00, A01, B00, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE6,Quản lí thị trường,35.65,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE1,Quản trị khách sạn,35.65,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP08,Quản trị chất lượng và Đổi mới (E-MQI),26.6,"A01, D01, D07, D10"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,26.75,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340404,Quản trị nhân lực,27.1,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340101,Quản trị Kinh doanh,27.25,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,EBBA,Quản trị kinh doanh học bằng tiếng Anh (EBBA),27.1,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7850103,Quản lý đất đai,26.55,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7810201,Quản trị khách sạn,26.75,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340201,Tài chính – Ngân hàng,27.1,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE7,Thẩm định giá,35.85,"A01, D01, D07, D09"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310107,Thống kê kinh tế,36.2,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340122,Thương mại điện tử,27.65,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310108,Toán kinh tế,36.2,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE3,Truyền thông Marketing,37.1,"A01, D01, D07, D09"
TMA,Đại học Thương mại,Hà Nội,TM22,Hệ thống thông tin quản lý (Quản trị hệ thống thông tin kinh tế),26.0,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM09,Kế toán (Kế toán công),25.8,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM07,Kế toán (Kế toán doanh nghiệp),25.9,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM10,Kiểm toán (Kiểm toán),26.2,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM11,Kinh doanh quốc tế (Thương mại quốc tế),27.0,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),25.8,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM13,Kinh tế (Quản lý kinh tế),25.7,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM12,Kinh tế quốc tế (Kinh tế quốc tế),26.7,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM06,Logistics và Quản lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung ứng),26.8,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM19,Luật kinh tế (Luật kinh tế),25.7,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM29,Luật kinh tế (Luật thương mại quốc tế),25.6,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM28,Marketing (Marketing số),27.0,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM05,Marketing (Quản trị thương hiệu),26.8,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM04,Marketing (Marketing thương mại),27.0,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM18,Ngôn ngữ Anh (Tiếng Anh Thương mại),25.8,"A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM32,Quản trị DV du lịch và lữ hành,25.6,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM03,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),26.3,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM23,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),25.9,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM01,Quản trị kinh doanh (Quản trị kinh doanh),26.5,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM31,Quản trị khách sạn,24.5,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM21,Quản trị kinh doanh (Tiếng Trung thương mại),26.9,"A00, A01, D01, D04"
TMA,Đại học Thương mại,Hà Nội,TM20,Quản trị kinh doanh (Tiếng Pháp thương mại),24.5,"A00, A01, D01, D03"
TMA,Đại học Thương mại,Hà Nội,TM14,Tài chính - Ngân hàng (Tài chính – Ngân hàng thương mại),25.9,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM16,Tài chính - Ngân hàng (Tài chính công),25.7,"A00, A01, D01, D07"
TMA,Đại học Thương mại,Hà Nội,TM17,Thương mại điện tử (Quản trị Thương mại điện tử),26.7,"A00, A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7340201C06,Hải quan & Logistics,35.51,"A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7340405,Hệ thống thông tin,25.94,"A00, A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7340301,Kế toán,26.15,"A00, A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7310101,Kinh tế,25.85,"A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7220201,Ngôn ngữ Anh,34.4,"A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7340201C09,Phân tích tài chính,34.6,"A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7340101,Quản trị Kinh doanh,26.17,"A00, A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,73402012,Tài chính - Ngân hàng 2,26.04,"A00, A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,73402011,Tài chính - Ngân hàng 1,25.94,"A00, A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,7340201C11,Tài chính doanh nghiệp,34.25,"A01, D01, D07"
HTC,Học viện Tài chính,Hà Nội,73402013,Tài chính - Ngân hàng 3,25.8,"A00, A01, D01, D07"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510205,Công nghệ kỹ thuật ô tô,24.26,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510401,Công nghệ kỹ thuật hoá học,20.35,"A00, B00, D07"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7540203,Công nghệ vật liệu dệt. may,20.1,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7480201,Công nghệ thông tin,25.19,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7540101,Công nghệ thực phẩm,23.51,"A00, B00, D07"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510206,Công nghệ kỹ thuật nhiệt,22.15,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7480108,Công nghệ kỹ thuật máy tính,24.3,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510406,Công nghệ kỹ thuật Môi trường,19.0,"A00, B00, D07"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7519007,Công nghệ kỹ thuật năng lượng tái tạo,19.0,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,25.47,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510203,Công nghệ kỹ thuật cơ điện tử,24.63,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7540204,Công nghệ may,21.8,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",23.81,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510201,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn),23.42,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7519003,Công nghệ kỹ thuật khuôn mẫu,21.9,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510302,Điện tử - viễn thông,23.65,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7480104,Hệ thống thông tin,24.31,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7720203,Hoá dược,19.45,"A00, B00, D07"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340301,Kế toán,23.8,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7480101,Khoa học máy tính,25.05,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340302,Kiểm toán,24.03,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7310104,Kinh tế đầu tư,24.45,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7520116,Kỹ thuật cơ khí động lực,21.55,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7520118,Kỹ thuật hệ thống công nghiệp,22.65,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7480103,Kỹ thuật phần mềm,24.54,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,75103031,Kỹ thuật sản xuất thông minh,20.0,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510605,Logistics và Quản lý chuỗi cung ứng,25.52,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7480102,Mạng máy tính và truyền thông dữ liệu,24.17,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340115,Marketing,25.24,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,24.92,D01
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,24.3,D01
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,24.02,"D01, D06"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7229020,Ngôn ngữ học,22.25,"C00, D01, D14"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,24.86,"D01, D04"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340125,Phân tích dữ liệu kinh doanh,23.67,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340406,Quản trị văn phòng,23.09,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,24.21,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,23.62,"A01, D01, D14"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340404,Quản trị nhân lực,24.59,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7810202,Quản trị nhà hàng và dịch vụ ăn uống,22.8,"A01, D01, D14"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7810201,Quản trị khách sạn,23.56,"A01, D01, D14"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7510209,Robot và trí tuệ nhân tạo,24.54,"A00, A01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7340201,Tài chính – Ngân hàng,24.4,"A00, A01, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7210404,Thiết kế thời trang,23.84,"A00, A01, D01, D14"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7310612,Trung Quốc học,23.77,"D01, D04"
QHI,Đại học Công nghệ - Đại học Quốc gia Hà Nội,Hà Nội,CN4,Cơ kỹ thuật,25.65,"A00, A01, D01"
QHI,Đại học Công nghệ - Đại học Quốc gia Hà Nội,Hà Nội,CN9,Công nghệ kỹ thuật điện tử - viễn thông,25.15,"A00, A01, D01"
QHI,Đại học Công nghệ - Đại học Quốc gia Hà Nội,Hà Nội,CN1,Công nghệ Thông tin,27.85,"A00, A01, D01"
QHI,Đại học Công nghệ - Đại học Quốc gia Hà Nội,Hà Nội,CN10,Công nghệ nông nghiệp*,22.0,"A00, A01, B00"
QHI,Đại học Công nghệ - Đại học Quốc gia Hà Nội,Hà Nội,CN6,Công nghệ kỹ thuật cơ điện tử,25.0,"A00, A01, D01"
QHI,Đại học Công nghệ - Đại học Quốc gia Hà Nội,Hà Nội,CN7,Công nghệ Hàng không vũ trụ,24.1,"A00, A01, D01"
