ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon
DDU,Đại Học Đông Đô,Hà Nội,7220209,Ngôn ngữ Nhật,21.03,"A01, C00, D01, D14"
DDN,Đại học Đại Nam,Hà Nội,7220209,Ngôn ngữ Nhật,20.38,"A01, C00, D01, D15"
NTU,Đại học Nguyễn Trãi,Hà Nội,7220209,Ngôn ngữ Nhật,19.78,"A01, C04, D01, D63"
HLU,Đại học Hạ Long,Quảng Ninh,7220209,Ngôn ngữ Nhật,23.06,"A01, D01, D06, D78"
DVH,Đại học Văn Hiến,TP HCM,7220209,Ngôn ngữ Nhật,19.83,"A01, D01, D10, D15"
DKC,Đại học Công nghệ TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,21.91,"A01, D01, D14, D15"
DDT,Đại học Dân Lập Duy Tân,Đà Nẵng,7220209,Ngôn ngữ Nhật,21.91,"A01, D01, D14, D15"
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,21.91,"A01, D01, D14, D15"
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220209,Ngôn ngữ Nhật,21.32,"A01, D14, D15"
DHV,Đại học Hùng Vương TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,19.5,"C00, D01, D15, D66"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,23.49,"D01, D06"
DDF,Đại học Ngoại Ngữ - Đại học Đà Nẵng,Đà Nẵng,7220209,Ngôn ngữ Nhật,23.49,"D01, D06"
DPD,Đại học Phương Đông,Hà Nội,7220209,Ngôn ngữ Nhật,23.49,"D01, D06"
SPS,Đại học Sư phạm TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,23.49,"D01, D06"
DNT,Đại học Ngoại ngữ - Tin học TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,22.12,"D01, D06, D14, D15"
DHF,Đại học Ngoại Ngữ - Đại học Huế,Huế,7220209,Ngôn ngữ Nhật,22.35,"D01, D06, D15, D43"
MBS,Đại học Mở TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,23.88,"D01, D06, D22, D78, D83"
DTL,Đại học Thăng Long,Hà Nội,7220209,Ngôn ngữ Nhật,24.23,"D01, D06, D78, D90"
MBS,Đại học Mở TP HCM,TP HCM,7220209C,Ngôn ngữ Nhật - CLC,22.29,"D01, D06, D22, D78, D83"
DDU,Đại Học Đông Đô,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,17.48,"A00, C00, D01"
DAD,Đại Học Đông Á,Đà Nẵng,7220210,Ngôn ngữ Hàn Quốc,19.69,A01
DKC,Đại học Công nghệ TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,16.93,"A01, C00, D01, D15"
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220210,Ngôn ngữ Hàn Quốc,16.93,"A01, C00, D01, D15"
NTU,Đại học Nguyễn Trãi,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,17.45,"A01, C04, D01"
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,18.57,"A01, D01, D14, D15"
TDM,Đại học Thủ Dầu Một,Bình Dương,7220210,Ngôn ngữ Hàn Quốc,18.86,"A01, D01, D15, D78"
HLU,Đại học Hạ Long,Quảng Ninh,7220210,Ngôn ngữ Hàn Quốc,20.14,"A01, D01, D78"
DVP,Đại học Trưng Vương,Vĩnh Phúc,7220210,Ngôn ngữ Hàn Quốc,18.21,"C00, D01, D09"
DDN,Đại học Đại Nam,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,17.38,"C00, D01, D09, D66"
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,Bình Dương,7220210,Ngôn ngữ Hàn Quốc,15.12,"C00, D01, D10, D66"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,20.42,D01
MBS,Đại học Mở TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,20.87,"D01, D06, D22, D78, D83"
DDT,Đại học Dân Lập Duy Tân,Đà Nẵng,7220210,Ngôn ngữ Hàn Quốc,15.73,"D01, D09, D10, D13"
DNT,Đại học Ngoại ngữ - Tin học TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,16.49,"D01, D10, D14, D15"
DVL,Đại học Văn Lang,TP HCM,7220210,Ngôn ngữ Hàn Quốc,15.11,"D01, D10, D14, D66"
DHF,Đại học Ngoại Ngữ - Đại học Huế,Huế,7220210,Ngôn ngữ Hàn Quốc,18.98,"D01, D14, D15"
DHV,Đại học Hùng Vương TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,20.84,"D01, D14, D78, D96"
DTL,Đại học Thăng Long,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,21.26,"D01, D78, D90"
DDF,Đại học Ngoại Ngữ - Đại học Đà Nẵng,Đà Nẵng,7220210,Ngôn ngữ Hàn Quốc,21.07,"D01, D78, D96"
SPS,Đại học Sư phạm TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,21.07,"D01, D78, D96"
DDF,Đại học Ngoại Ngữ - Đại học Đà Nẵng,Đà Nẵng,7220214,Ngôn ngữ Thái Lan,22.61,"D01, D15, D78"
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229001,Triết học,17.65,"A00, C19, D01, D66"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,20.22,A01
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7229001,Triết học,20.61,"A01, A16, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7229001,Triết học,18.86,"A01, C00, C01, D01"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,20.45,C00
TTN,Đại học Tây Nguyên,Đắk Lắk,7229001,Triết học,20.45,C00
TCT,Đại học Cần Thơ,Cần Thơ,7229001,Triết học,19.15,"C00, C19, D14, D15"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,20.8,D01
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,20.53,D14
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7229008,Chủ nghĩa xã hội khoa học,24.29,"A01, A16, C15, D01"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229009,Tôn giáo học,24.5,C00
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229009,Tôn giáo học,24.21,D01
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229009,Tôn giáo học,24.19,D14
DQU,Đại học Quảng Nam,Quảng Nam,7229010,Lịch sử,21.99,"A08, C00, C19, D14"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229010,Lịch sử,24.91,C00
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7229010,Lịch sử,20.9,"C00, C14, D01, D84"
TDL,Đại học Đà Lạt,Lâm Đồng,7229010,Lịch sử,21.28,"C00, C19, C20, D14"
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229010,Lịch sử,21.59,"C00, C19, D01, D14"
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7229010,Lịch sử,21.99,"C00, C19, D14"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229010,Lịch sử,23.51,"D01, D15"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229010,Lịch sử,24.31,D14
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229020,Ngôn ngữ học,24.91,C00
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7229020,Ngôn ngữ học,22.99,"C00, D01, D14"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229020,Ngôn ngữ học,24.33,D01
UKH,Đại học Khánh Hòa,Khánh Hòa,7229020,Ngôn ngữ học,23.44,"D01, D04, D14, D15"
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229020,Ngôn ngữ học,24.31,D14
TTN,Đại học Tây Nguyên,Đắk Lắk,7229030,Văn học,20.75,C00
DDT,Đại học Dân Lập Duy Tân,Đà Nẵng,7229030,Văn học,17.52,"C00, C04, C15, D01"
DTD,Đại học Tây Đô,Cần Thơ,7229030,Văn học,18.26,"C00, C04, D14, D15"
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7229030,Văn học,16.74,"C00, C14, D01, D84"
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7229030,Văn học,16.76,"C00, C14, D15, D66"
UKH,Đại học Khánh Hòa,Khánh Hòa,7229030,Văn học,18.02,"C00, C19, C20, D01"
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229030,Văn học,18.57,"C00, C19, D14"
DQN,Đại học Quy Nhơn,Bình Định,7229030,Văn học,19.16,"C00, C19, D14, D15"
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7229030,Văn học,18.91,"C00, C20, D01, D14"
TDL,Đại học Đà Lạt,Lâm Đồng,7229030,Văn học,20.35,"C00, C20, D14, D15"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7229030,Văn học,18.57,"C00, D01, D14, D15"
TCT,Đại học Cần Thơ,Cần Thơ,7229030,Văn học,18.57,"C00, D01, D14, D15"
DVH,Đại học Văn Hiến,TP HCM,7229030,Văn học,18.57,"C00, D01, D14, D15"
DVL,Đại học Văn Lang,TP HCM,7229030,Văn học,17.38,"C00, D01, D14, D66"
SPS,Đại học Sư phạm TP HCM,TP HCM,7229030,Văn học,19.45,"C00, D01, D78"
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7229040,Văn hoá học,24.91,C00
DDS,Đại học Sư Phạm - Đại học Đà Nẵng,Đà Nẵng,7229040,Văn hoá học,21.3,"C00, C14, D15, D66"
UKH,Đại học Khánh Hòa,Khánh Hòa,7229040,Văn hoá học,21.59,"C00, C19, C20, D01"
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7229040,Văn hoá học,22.99,"C00, D01, D14, D78"
TTG,Đại học Tiền Giang,Tiền Giang,7229040,Văn hoá học,22.99,"C00, D01, D14, D78"
DVT,Đại học Trà Vinh,Trà Vinh,7229040,Văn hoá học,23.72,"C00, D14"
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7229040,Văn hoá học,23.29,"D01, D14, D15"
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229040A,"Văn hóa học, chuyên ngành Văn hóa Việt Nam",25.62,C00
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229040A,"Văn hóa học, chuyên ngành Văn hóa Việt Nam",26.18,"C00, C19, D01, D09, D14, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229040A,"Văn hóa học, chuyên ngành Văn hóa Việt Nam",24.54,"C00, D01, D09, D15"
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229040B,Văn hoá học - Văn hoá truyền thông,25.61,C00
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229040B,Văn hoá học - Văn hoá truyền thông,26.8,"C00, C19, D01, D09, D14, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229040B,Văn hoá học - Văn hoá truyền thông,24.65,"C00, D01, D09, D15"
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229040C,"Văn hóa học, chuyên ngành Truyền thông Văn hóa",25.02,C00
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229040C,"Văn hóa học, chuyên ngành Truyền thông Văn hóa",25.79,"C00, C19, D01, D09, D14, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229040C,"Văn hóa học, chuyên ngành Truyền thông Văn hóa",24.01,"C00, D01, D09, D15"
DAD,Đại Học Đông Á,Đà Nẵng,7229042,Quản lý văn hoá,22.33,A00
TDV,Đại học Vinh,Nghệ An,7229042,Quản lý văn hoá,21.89,"A00, A01, C00, D01"
SPD,Đại học Đồng Tháp,Đồng Tháp,7229042,Quản lý văn hoá,24.62,C00
GNT,Đại Học Sư Phạm Nghệ Thuật Trung Ương,Hà Nội,7229042,Quản lý văn hoá,24.62,C00
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7229042,Quản lý văn hoá,24.62,C00
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229042,Quản lý văn hoá,22.64,"C00, C10, D01, D14"
DVD,"Đại học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",Thanh Hóa,7229042,Quản lý văn hoá,21.2,"C00, C15, C20, D66"
TQU,Đại học Tân Trào,Tuyên Quang,7229042,Quản lý văn hoá,20.89,"C00, C19, C20, D01"
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7229042,Quản lý văn hoá,23.16,"D01, D14, D15"
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229042A,"Quản lý văn hóa, chuyên ngành (1) Quản lý hoạt động Văn hóa Xã hội",25.43,C00
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229042A,"Quản lý văn hóa, chuyên ngành (1) Quản lý hoạt động Văn hóa Xã hội",26.43,"C00, C19, D01, D09, D14, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229042A,"Quản lý văn hóa, chuyên ngành (1) Quản lý hoạt động Văn hóa Xã hội",24.32,"C00, D01, D09, D15"
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229042B,Quản lý nhà nước về gia đình,25.61,C00
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229042B,Quản lý nhà nước về gia đình,27.02,"C00, C19, D01, D09, D14, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229042B,Quản lý nhà nước về gia đình,24.65,"C00, D01, D09, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229042C,Quản lý di sản văn hoá,23.19,"R01, R02, R03, R04"
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229042D,Quản lý văn hoá - Biểu diễn nghệ thuật,25.43,C00
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7229042D,Quản lý văn hoá - Biểu diễn nghệ thuật,26.74,"C00, C19, D01, D09, D14, D15"
VHS,Đại học Văn hoá TP HCM,TP HCM,7229042D,Quản lý văn hoá - Biểu diễn nghệ thuật,24.32,"C00, D01, D09, D15"
HDT,Đại học Hồng Đức,Thanh Hóa,7310101,Kinh tế,22.2,A00
THV,Đại học Hùng Vương,Phú Thọ,7310101,Kinh tế,22.2,A00
DBG,Đại học Nông Lâm Bắc Giang,Bắc Giang,7310101,Kinh tế,22.2,A00
VLU,Đại học Sư phạm Kỹ thuật Vĩnh Long,Vĩnh Long,7310101,Kinh tế,22.2,A00
TTN,Đại học Tây Nguyên,Đắk Lắk,7310101,Kinh tế,22.2,A00
DTB,Đại học Thái Bình,Thái Bình,7310101,Kinh tế,22.2,A00
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7310101,Kinh tế,22.7,"A00, A01, A07, D01"
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7310101,Kinh tế,23.31,"A00, A01, A08, D01"
CEA,Đại học Kinh Tế Nghệ An,Nghệ An,7310101,Kinh tế,22.49,"A00, A01, B00, D01"
TDV,Đại học Vinh,Nghệ An,7310101,Kinh tế,22.49,"A00, A01, B00, D01"
DVT,Đại học Trà Vinh,Trà Vinh,7310101,Kinh tế,22.64,"A00, A01, C01, D01"
TCT,Đại học Cần Thơ,Cần Thơ,7310101,Kinh tế,23.96,"A00, A01, C02, D01"
DVH,Đại học Văn Hiến,TP HCM,7310101,Kinh tế,20.9,"A00, A01, C04, D01"
DHK,Đại học Kinh Tế - Đại học Huế,Huế,7310101,Kinh tế,21.58,"A00, A01, C15, D01"
NLS,Đại học Nông Lâm TP HCM,TP HCM,7310101,Kinh tế,23.31,"A00, A01, D01"
LDA,Đại học Công đoàn,Hà Nội,7310101,Kinh tế,23.31,"A00, A01, D01"
DKT,Đại Học Hải Dương,Hải Dương,7310101,Kinh tế,23.31,"A00, A01, D01"
DLX,Đại học Lao động - Xã hội (Cơ sở Hà Nội),Hà Nội,7310101,Kinh tế,23.31,"A00, A01, D01"
DLS,Đại học Lao động - Xã hội (Cơ sở phía Nam),TP HCM,7310101,Kinh tế,23.31,"A00, A01, D01"
DQN,Đại học Quy Nhơn,Bình Định,7310101,Kinh tế,23.31,"A00, A01, D01"
HPN,Học viện Phụ nữ Việt Nam,Hà Nội,7310101,Kinh tế,23.31,"A00, A01, D01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
GHA,Đại học Giao thông Vận tải ( Cơ sở Phía Bắc ),Hà Nội,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
MBS,Đại học Mở TP HCM,TP HCM,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
DDN,Đại học Đại Nam,Hà Nội,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
SKH,Đại học Sư phạm Kỹ thuật Hưng Yên,Hưng Yên,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
HCP,Học viện Chính sách và Phát triển,Hà Nội,7310101,Kinh tế,25.32,"A00, A01, D01, D07"
HVQ,Học viện Quản Lý Giáo Dục,Hà Nội,7310101,Kinh tế,21.58,"A00, A01, D01, D10"
DDQ,Đại học Kinh Tế - Đại học Đà Nẵng,Đà Nẵng,7310101,Kinh tế,24.33,"A00, A01, D01, D90"
TTG,Đại học Tiền Giang,Tiền Giang,7310101,Kinh tế,24.33,"A00, A01, D01, D90"
DMS,Đại học Tài chính Marketing,TP HCM,7310101,Kinh tế,23.73,"A00, A01, D01, D96"
DQT,Đại học Quang Trung,Bình Định,7310101,Kinh tế,20.36,"A00, A09, C14, D01"
LNH,Đại học Lâm nghiệp (Cơ sở 1),Hà Nội,7310101,Kinh tế,17.6,"A00, A16, C15, D01"
HTC,Học viện Tài chính,Hà Nội,7310101,Kinh tế,24.95,"A01, D01, D07"
VHD,Đại Học Công Nghiệp Việt Hung,Hà Nội,7310101,Kinh tế,24.57,C00
HPN,Học viện Phụ nữ Việt Nam,Hà Nội,7310101,Kinh tế,24.57,C00
TSN,Đại học Nha Trang,Khánh Hòa,7310101,Kinh tế,23.38,"D01, D14, D15, D96"
MBS,Đại học Mở TP HCM,TP HCM,7310101CL,Kinh tế (chất lượng cao),23.27,"A01, D01, D07, D96"
DHK,Đại học Kinh Tế - Đại học Huế,Huế,7310101TA,Kinh tế (Kế hoạch - Đầu tư) đào tạo bằng tiếng ANh,18.56,"A00, A01, C15, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310101_1,Kinh tế,24.61,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310101_2,Kinh tế,21.47,"A00, A01, D01, D07"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310101_3,Kinh tế,24.61,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310101_401,Kinh tế học,24.61,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310101_403,Kinh tế và Quản lý công,21.47,"A00, A01, D01, D07"
VLU,Đại học Sư phạm Kỹ thuật Vĩnh Long,Vĩnh Long,7310101_CLC,Kinh tế CLC liên kết quốc tế 2+2 với Đại học TONGMYONG Hàn Quốc,18.18,A00
DHK,Đại học Kinh Tế - Đại học Huế,Huế,7310102,Kinh tế chính trị,22.14,"A00, A01, C15, D01"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310102,Kinh tế chính trị,25.94,"A00, A01, D01, D07"
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7310102,Kinh tế chính trị,24.94,"A01, A16, D01"
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7310102,Kinh tế chính trị,25.44,C15
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310104,Kinh tế đầu tư,23.84,"A00, A01, B00, D01"
DCN,Đại học Công nghiệp Hà Nội,Hà Nội,7310104,Kinh tế đầu tư,23.93,"A00, A01, D01"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310104_01,Kinh tế đầu tư,25.94,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310104_02,Thẩm định giá và quản trị tài sản,25.84,"A00, A01, D01, D07"
TTN,Đại học Tây Nguyên,Đắk Lắk,7310105,Kinh tế phát triển,23.17,A00
HCP,Học viện Chính sách và Phát triển,Hà Nội,7310105,Kinh tế phát triển,23.83,"A00, A01, A02, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310105,Kinh tế phát triển,25.94,"A00, A01, D01, D07"
DPQ,Đại học Phạm Văn Đồng,Quảng Ngãi,7310105,Kinh tế phát triển,22.93,C04
TSN,Đại học Nha Trang,Khánh Hòa,7310105,Kinh tế phát triển,23.87,"D01, D14, D15, D96"
DCQ,Đại học Công Nghệ và Quản Lý Hữu Nghị,Hà Nội,7310106,Kinh tế quốc tế,22.55,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7310106,Kinh tế quốc tế,22.55,"A00, A01, C00, D01"
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7310106,Kinh tế quốc tế,22.55,"A00, A01, C00, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7310106,Kinh tế quốc tế,22.35,"A00, A01, C15, D01"
DHK,Đại học Kinh Tế - Đại học Huế,Huế,7310106,Kinh tế quốc tế,22.35,"A00, A01, C15, D01"
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310106,Kinh tế quốc tế,25.78,"A00, A01, D01, D07"
DVL,Đại học Văn Lang,TP HCM,7310106,Kinh tế quốc tế,25.78,"A00, A01, D01, D07"
NHS,Đại học Ngân hàng TP HCM,TP HCM,7310106,Kinh tế quốc tế,25.78,"A00, A01, D01, D07"
DHV,Đại học Hùng Vương TP HCM,TP HCM,7310106,Kinh tế quốc tế,25.78,"A00, A01, D01, D07"
HCP,Học viện Chính sách và Phát triển,Hà Nội,7310106,Kinh tế quốc tế,25.78,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310106_402,Kinh tế đối ngoại,25.23,"A00, A01, D01, D07"
NHS,Đại học Ngân hàng TP HCM,TP HCM,7310106_TABP,Kinh tế quốc tế,22.68,"A00, A01, D01, D07"
DHK,Đại học Kinh Tế - Đại học Huế,Huế,7310107,Thống kê kinh tế,22.14,"A00, A01, C15, D01"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310107,Thống kê kinh tế,25.94,"A00, A01, D01, D07"
DDQ,Đại học Kinh Tế - Đại học Đà Nẵng,Đà Nẵng,7310107,Thống kê kinh tế,24.95,"A00, A01, D01, D90"
DMS,Đại học Tài chính Marketing,TP HCM,7310108,Toán kinh tế,24.35,"A00, A01, D01, D96"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310108_01,Chuyên ngành Toán tài chính,25.94,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310108_02,Phân tích rủi ro và định phí bảo hiểm (*),25.73,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310108_413,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính)",25.94,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310108_413E,"Toán kinh tế, chuyên ngành ứng dụng trong Kinh tế, Quản trị và Tài chính",25.78,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310108_419,Phân tích dữ liệu,22.68,"A00, A01, D01, D07"
DNC,Đại học Nam Cần Thơ,Cần Thơ,7310109,Kinh tế số,18.61,A00
CEA,Đại học Kinh Tế Nghệ An,Nghệ An,7310109,Kinh tế số,19.8,"A00, A01, B00, D01"
TDV,Đại học Vinh,Nghệ An,7310109,Kinh tế số,19.8,"A00, A01, B00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7310109,Kinh tế số,18.85,"A00, A01, C00, D01"
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7310109,Kinh tế số,19.5,"A00, A01, C01, D01"
DHK,Đại học Kinh Tế - Đại học Huế,Huế,7310109,Kinh tế số,19.12,"A00, A01, C15, D01"
HPN,Học viện Phụ nữ Việt Nam,Hà Nội,7310109,Kinh tế số,20.86,"A00, A01, D01"
HCP,Học viện Chính sách và Phát triển,Hà Nội,7310109,Kinh tế số,22.68,"A00, A01, D01, D07"
DDN,Đại học Đại Nam,Hà Nội,7310109,Kinh tế số,16.66,"A00, C03, D01, D10"
HPN,Học viện Phụ nữ Việt Nam,Hà Nội,7310109,Kinh tế số,23.0,C00
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7310109_Q,Quản trị kinh doanh số,17.94,"A00, C01, C14, D01"
NHF,Đại học Hà Nội,Hà Nội,7310111,Nghiên cứu phát triển,21.23,D01
HSU,Đại học Hoa Sen,TP HCM,7310113,Kinh tế thể thao,19.92,"A00, A01, D01, D03, D09"
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7310201,Chính trị học,23.27,A00
DTB,Đại học Thái Bình,Thái Bình,7310201,Chính trị học,21.78,"A00, C00, C14, D01"
TDV,Đại học Vinh,Nghệ An,7310201,Chính trị học,22.66,"A01, C00, C19, D01"
HVC,Học viện Cán bộ TP HCM,TP HCM,7310201,Chính trị học,25.41,C00
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7310201,Chính trị học,25.41,C00
DVT,Đại học Trà Vinh,Trà Vinh,7310201,Chính trị học,21.06,"C00, C19, C20, D01"
TCT,Đại học Cần Thơ,Cần Thơ,7310201,Chính trị học,23.23,"C00, C19, D14, D15"
HNM,Đại học Thủ Đô Hà Nội,Hà Nội,7310201,Chính trị học,22.46,"C00, D01, D66, D78"
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7310201,Chính trị học,22.98,"C14, C20"
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7310201,Chính trị học,25.0,D01
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7310202,Xây dựng Đảng và Chính quyền nhà nước,25.02,"A01, D01"
HTN,Học viện Thanh Thiếu Niên Việt Nam,Hà Nội,7310202,Xây dựng Đảng và Chính quyền nhà nước,22.44,"A09, C00, C20, D01"
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7310202,Xây dựng Đảng và Chính quyền nhà nước,25.54,A16
HVC,Học viện Cán bộ TP HCM,TP HCM,7310202,Xây dựng Đảng và Chính quyền nhà nước,25.55,C00
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),Hà Nội,7310202,Xây dựng Đảng và Chính quyền nhà nước,25.55,C00
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7310202,Xây dựng Đảng và Chính quyền nhà nước,25.69,C15
