ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7340101_NS,CTLK - Quản trị kinh doanh,15.0,"A00, A01, D01, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7460112,ĐH Toán ứng dụng,20.0,"A00, A01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7440112,Hóa học,20.0,"A00, B00, B08, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7340301,Kế toán,24.5,"A00, A01, D01, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7480101,Khoa học máy tính,24.0,"A00, A01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7580201,Kỹ thuật xây dựng,20.0,"A00, A01, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7520118,Kỹ thuật hệ thống công nghiệp,20.0,"A00, A01, D01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7520301,Kỹ thuật hóa học,22.0,"A00, A01, B00, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7520121,Kỹ thuật không gian,21.0,"A00, A01, A02, D90"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7520212,Kỹ thuật y sinh,22.0,"A00, B00, B08, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,25.75,"A00, A01, D01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,21.5,"A00, A01, B00, D01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7520207,Ngành Kỹ thuật điện tử truyền thông,21.5,"A00, A01, B00, D01"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7220201,Ngôn ngữ Anh,25.0,"D01, D09, D14, D15"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7340101,Quản trị Kinh doanh,25.0,"A00, A01, D01, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7580302,Quản lý xây dựng,20.0,"A00, A01, D01, D07"
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,TP HCM,7340201,Tài chính – Ngân hàng,24.5,"A00, A01, D01, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,141,Bảo dưỡng Công nghiệp,22.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,268,Cơ Kỹ thuật - CLC Tăng cường Tiếng Nhật,22.8,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,138,Cơ Kỹ thuật,24.3,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,219,"Công nghệ Thực phẩm (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",25.7,"A00, B00, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,106,Khoa học Máy tính; Kỹ thuật Máy tính; (Nhóm ngành),28.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,266,"Khoa học Máy tính - (CLC tăng cường tiếng Nhật) (CT Chất lượng cao, tiên tiến)",26.75,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,206,"Khoa học Máy tính (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",28.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,217,Kiến trúc (Kiến Trúc Cảnh Quan),22.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,117,Kiến trúc,25.25,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,210,"Kỹ thuật Cơ điện tử (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",26.6,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,208,"Kỹ thuật Điện - Điện tử (CT Tiên tiến, giảng dạy bằng tiếng Anh, học phí tương ứng)",24.75,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,109,Kỹ thuật Cơ khí; Kỹ thuật Cơ điện tử; (Nhóm ngành),24.5,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,112,Kỹ thuật Dệt; Công nghệ Dệt may; (Nhóm ngành),22.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,245,"Kỹ thuật Xây dựng Công trình Giao thông (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",25.5,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,220,"Kỹ thuật Dầu khí (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",22.0,"A00, A01, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,214,"Kỹ thuật Hóa học (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",25.4,"A00, B00, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,145,Kỹ thuật Tàu thủy; Kỹ thuật Hàng không (Song ngành từ 2020),25.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,115,Kỹ thuật Xây dựng; Kỹ thuật Xây dựng Công trình giao thông; Kỹ thuật  Xây dựng Công trình thủy; Kỹ thuật  Xây dựng Công trình biển; Kỹ thuật Cơ sở hạ tầng; (Nhóm ngành),22.4,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,128,Kỹ thuật Hệ thống Công nghiệp; Logistics và Quản lý chuỗi Cung ứng,26.8,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,142,Kỹ thuật Ô tô,26.5,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,125,Kỹ thuật Môi trường; Quản lý Tài nguyên và Môi trường; (Nhóm ngành),24.0,"A00, A01, B00, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,242,"Kỹ thuật Ô tô (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",26.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,211,"Kỹ thuật Cơ điện tử; Chuyên ngành Kỹ thuật Robot (CT chất lượng cao, tiên tiến)",26.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,209,"Kỹ thuật Cơ khí (CLC, giảng dạy bằng tiếng Anh, học phí tương ứng)",24.5,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,114,Kỹ thuật Hóa học; Công nghệ Thực phẩm; Công nghệ Sinh học; (Nhóm ngành),26.3,"A00, B00, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,207,"Kỹ thuật Máy tính (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",27.35,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,140,Kỹ thuật Nhiệt (Nhiệt lạnh),23.0,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,120,Kỹ thuật Địa chất; Kỹ thuật Dầu khí; (Nhóm ngành),22.0,"A00, A01, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,108,Kỹ thuật Điện; Kỹ thuật Điện tử - Viễn thông; Kỹ thuật Điều khiển và tự động hóa; (Nhóm ngành),25.6,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,110,Kỹ thuật Cơ điện tử,26.75,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,215,"Kỹ thuật Xây dựng (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",22.3,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,107,Kỹ thuật máy tính,27.35,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,129,Kỹ thuật Vật liệu,22.6,"A00, A01, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,228,"Logistics và Quản lý chuỗi cung ứng (CT Chất lượng cao, tiên tiến)",26.25,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,123,Quản lý Công nghiệp,25.25,"A00, A01, D01, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,225,"Quản lý Tài nguyên và Môi trường (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",22.5,"A00, A01, B00, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,223,"Quản lý Công nghiệp (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",24.5,"A00, A01, D01, D07"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,237,"Vật lý Kỹ thuật_Chuyên ngành Kỹ thuật Y sinh (CT Chất lượng cao, tiên tiến)",24.5,"A00, A01"
QSB,Đại học Bách khoa - Đại học Quốc gia TP HCM,TP HCM,137,Vật lý Kỹ thuật,25.3,"A00, A01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7620112,Bảo vệ thực vật,16.0,"A00, B00, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7620105,Chăn nuôi,16.0,"A02, B00, C15, D08"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7510401,Công nghệ kỹ thuật hoá học,16.0,"A00, B00, C05, C08"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7420201,Công nghệ sinh học,16.0,"A00, B00, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7540101,Công nghệ thực phẩm,16.0,"A00, B00, C05, D07"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7510406,Công nghệ kỹ thuật Môi trường,16.0,"A16, B03, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7480201,Công nghệ thông tin,19.0,"A00, A01, C01, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7620301,ĐH Nuôi trồng thủy sản,16.0,"A00, B00, D01, D10"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140202,Giáo dục Tiểu học,20.0,"A00, A01, C00, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140205,Giáo dục Chính trị,19.0,"C00, C19, D01, D66"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140201,Giáo dục Mầm non,19.0,"M02, M03, M05, M06"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7340301,Kế toán,21.5,"A00, A01, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7620110,Khoa học cây trồng,16.0,"A00, B00, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7310106,Kinh tế quốc tế,17.0,"A00, A01, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7480103,Kỹ thuật phần mềm,16.0,"A00, A01, C01, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7340115,Marketing,23.0,"A00, A01, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7380101,Ngành Luật,23.5,"A01, C00, C01, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7220201,Ngôn ngữ Anh,17.5,"A01, D01, D09, D14"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7620116,Phát triển nông thôn,16.0,"A00, B00, C00, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7340101,Quản trị Kinh doanh,23.0,"A00, A01, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7850101,Quản lý tài nguyên và môi trường,16.0,"A00, B00, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140231,Sư phạm Tiếng Anh,22.5,"A01, D01, D09, D14"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140211,Sư phạm Vật lý,19.0,"A00, A01, A17, C01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140217,Sư phạm Ngữ văn,22.0,"C00, D01, D14, D15"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140212,Sư phạm Hóa học,19.0,"A00, B00, C02, D07"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140219,Sư phạm Địa lý,20.0,"A09, C00, C20, D10"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140209,Sư phạm Toán học,22.0,"A00, A01, C01, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7140218,Sư phạm Lịch sử,20.0,"A08, C00, C20, D10"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7340201,Tài chính – Ngân hàng,20.5,"A00, A01, C15, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7229001,Triết học,16.0,"A01, C00, C01, D01"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7229030,Văn học,16.0,"C00, D01, D14, D15"
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,An Giang,7310630,Việt Nam học,16.5,"A01, C00, C04, D01"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7510402,Công nghệ vật liệu,22.0,"A00, A01, B00, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7420201,Công nghệ sinh học,25.5,"A02, B00, B08, D90"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7510406,Công nghệ kỹ thuật Môi trường,18.0,"A00, B00, B08, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7510401_CLC,Công nghệ kỹ thuật Hoá học (Chất lượng cao),24.6,"A00, B00, D07, D90"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7440228,Hải dương học,18.0,"A00, A01, B00, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7440112,Hóa học,25.65,"A00, B00, D07, D90"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7480101_TT,Khoa học máy tính (Chương trình Tiên tiến),28.0,"A00, A01, B08, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7440122,Khoa học vật liệu,19.0,"A00, A01, B00, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7440301,Khoa học môi trường,17.5,"A00, B00, B08, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7520402,Kỹ thuật hạt nhân,19.0,"A00, A01, A02, D90"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7520501,Kỹ thuật địa chất,17.0,"A00, A01, B00, D07"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7480201_NN,Nhóm ngành máy tính và Công nghệ thông tin,27.4,"A00, A01, B08, D10"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7420101,Sinh hoc,19.0,"A02, B00, B08"
QST,Đại học Khoa học Tự nhiên - Đại học Quốc gia TP HCM,TP HCM,7520403,Vật lý Y khoa,24.5,"A00, A01, A02, D90"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340405_406,Hệ thống thông tin quản lý,26.95,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340301_405,Kế toán,26.45,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340302_409,Kiểm toán,26.85,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310101_401,Kinh tế học,26.45,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310106_402,Kinh tế đối ngoại,27.45,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310101_403,Kinh tế và Quản lý công,25.4,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340120_408,Kinh doanh quốc tế,27.65,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7380101_503,Luật dân sự,25.95,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7380107_502,Luật thương mại quốc tế,26.75,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7380101_504,Luật Tài chính - Ngân hàng,25.85,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7380107_501,Luật kinh doanh,26.85,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340115_410,Marketing,27.55,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340101_415,Quản trị kinh doanh (Quản trị du lịch và lữ hành),24.8,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340101_407,Quản trị kinh doanh,27.1,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340201_404,Tài chính - Ngân hàng,26.55,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7340122_411,Thương mại điện tử,27.5,"A00, A01, D01, D07"
QSK,"Đại học Kinh tế - Luật, Đại học Quốc gia TP HCM",TP HCM,7310108_413,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính)",25.75,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480202,An toàn thông tin,27.0,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480201,Công nghệ thông tin,27.3,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480104_TT,Hệ thống thông tin chương trình tiên tiến,25.1,"A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480104,Hệ thống thông tin,26.7,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480101,Khoa học máy tính,27.3,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480109,Khoa học Dữ liệu,26.65,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480103,Kỹ thuật phần mềm,27.55,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480106,Kỹ thuật máy tính,26.9,"A00, A01"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,26.35,"A00, A01, D01, D07"
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,TP HCM,7340122,Thương mại điện tử,26.7,"A00, A01, D01, D07"
YHB,Đại học Y Hà Nội,Hà Nội,7720301,Điều dưỡng,25.6,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720401,Dinh dưỡng,24.65,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720699,Khúc xạ nhãn khoa,26.2,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720601,Kỹ thuật xét nghiệm y học,26.2,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720501,Răng- Hàm -Mặt,28.45,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720110,Y học dự phòng,24.85,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720101,Y khoa,28.85,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720701,Y tế công cộng,23.8,B08
YHB,Đại học Y Hà Nội,Hà Nội,7720115,Y học cổ truyền,26.2,B00
YHB,Đại học Y Hà Nội,Hà Nội,7720701,Y tế công cộng,23.8,"B00, B08, D01"
YHB,Đại học Y Hà Nội,Hà Nội,7720701,Y tế công cộng,23.8,B00
DKY,Đại học Kỹ thuật Y tế Hải Dương,Hải Dương,7720301,Điều dưỡng,21.0,B00
DKY,Đại học Kỹ thuật Y tế Hải Dương,Hải Dương,7720602,Kỹ thuật hình ảnh y học,22.6,B00
DKY,Đại học Kỹ thuật Y tế Hải Dương,Hải Dương,7720601,Kỹ thuật xét nghiệm y học,23.9,B00
DKY,Đại học Kỹ thuật Y tế Hải Dương,Hải Dương,7720603,Kỹ thuật phục hồi chức năng,21.5,B00
DKY,Đại học Kỹ thuật Y tế Hải Dương,Hải Dương,7720101,Y khoa,26.1,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720301,Điều dưỡng,23.25,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720201A,Dược học (tổ hợp A00),25.25,A00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720201D,Dược học (D),26.05,D07
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720201B,Dược học (tổ hợp B00),25.95,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720601,Kỹ thuật xét nghiệm y học,25.05,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720501,Răng- Hàm -Mặt,26.7,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720110,Y học dự phòng,22.35,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720115,Y học cổ truyền,24.35,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720101B,Y khoa (B),26.9,B00
YPB,Đại học Y Dược Hải Phòng,Hải Phòng,7720101A,Y khoa (A),25.8,A00
YTB,Đại học Y Dược Thái Bình,Thái Bình,7720301,Điều dưỡng,24.2,"B00, D08"
YTB,Đại học Y Dược Thái Bình,Thái Bình,7720201,Dược học,24.9,"A00, A01, D07"
YTB,Đại học Y Dược Thái Bình,Thái Bình,7720115,Y học cổ truyền,24.35,"B00, D08"
YTB,Đại học Y Dược Thái Bình,Thái Bình,7720101,Y khoa,26.9,"B00, D07, D08"
YTB,Đại học Y Dược Thái Bình,Thái Bình,7720110,Y học dự phòng,22.1,"B00, D08"
YDS,Đại học Y Dược TP HCM,TP HCM,7720301_03,Điều dưỡng chuyên ngành Gây mê hồi sức,24.15,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720301,Điều dưỡng,24.1,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720401,Dinh dưỡng,24.0,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720201,Dược học,26.25,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720302,Hộ sinh,23.25,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720601,Kỹ thuật xét nghiệm y học,25.45,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720502,Kỹ thuật phục hình răng,25.0,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720603,Kỹ thuật phục hồi chức năng,24.1,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720602,Kỹ thuật hình ảnh y học,24.8,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720501,Răng- Hàm -Mặt,27.65,B00
YDS,Đại học Y Dược TP HCM,TP HCM,7720701,Y tế công cộng,22.0,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720110,Y học dự phòng,23.9,"A00, B00"
YDS,Đại học Y Dược TP HCM,TP HCM,7720115,Y học cổ truyền,25.2,B00
YDS,Đại học Y Dược TP HCM,TP HCM,7720101,Y khoa,28.2,B00
KSA,Đại học Kinh tế TP HCM,TP HCM,7340204,Bảo hiểm,25.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340116,Bất động sản,24.2,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340201_01,Chuyên ngành Thuế trong kinh doanh,25.3,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340301_01,Kế toán doanh nghiệp,22.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340302,Kiểm toán,26.1,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310101,Kinh tế,26.3,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7620114,Kinh doanh nông nghiệp,16.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340121,Kinh doanh thương mại,27.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7480103,Kỹ thuật phần mềm,26.2,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7380107,Luật kinh tế,25.8,"A00, A01, D01, D96"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340120,Ngành Kinh doanh quốc tế,17.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7380101,Ngành Luật,25.8,"A00, A01, D01, D96"
KSA,Đại học Kinh tế TP HCM,TP HCM,7580104,Ngành kiến trúc đô thị,22.8,"A00, A01, D01, V00"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340115_01,Ngành Marketing,27.4,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340101_01,Ngành Quản trị kinh doanh - Chuyên ngành Quản trị bệnh viện,27.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7220201,Ngôn ngữ Anh,27.0,"D01, D96"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340403,Quản lý công,25.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340404,Quản trị nhân lực,26.6,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,24.0,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340206,Tài chính quốc tế,26.8,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7310107,Thống kê kinh tế,25.9,"A00, A01, D01, D07"
KSA,Đại học Kinh tế TP HCM,TP HCM,7340122,Thương mại điện tử,17.0,"A00, A01, D01, D07"
